contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-07,30,79.0,71.1,68.97,73.23,Wait
Q3_26,2026-05-07,53,79.0,73.56,70.71,76.4,Wait
Q3_26,2026-05-07,53,79.0,74.81,71.26,78.37,Wait
Q4_26,2026-05-07,30,84.15,80.09,77.82,82.36,Wait
Q4_26,2026-05-07,60,84.15,81.51,78.48,84.54,Wait
Q4_26,2026-05-07,90,84.15,82.12,78.33,85.91,Neutral
Q1_27,2026-05-07,30,71.0,69.6,67.69,71.52,Neutral
Q1_27,2026-05-07,60,71.0,70.09,67.54,72.65,Neutral
Q1_27,2026-05-07,90,71.0,70.3,67.11,73.5,Neutral
Q2_27,2026-05-07,30,38.0,41.8,40.77,42.83,Potential Opportunity
Q2_27,2026-05-07,60,38.0,42.56,41.19,43.93,Potential Opportunity
Q2_27,2026-05-07,90,38.0,42.89,41.18,44.6,Potential Opportunity
YR27,2026-05-07,30,58.0,56.83,55.26,58.39,Neutral
YR27,2026-05-07,60,58.0,57.24,55.15,59.33,Neutral
YR27,2026-05-07,90,58.0,57.41,54.8,60.02,Neutral
YR28,2026-05-07,30,55.0,56.03,54.55,57.52,Neutral
YR28,2026-05-07,60,55.0,55.67,53.69,57.65,Neutral
YR28,2026-05-07,90,55.0,55.52,53.04,57.99,Neutral
