contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-15,30,81.85,73.66,71.46,75.87,Wait
Q3_26,2026-05-15,45,81.85,76.25,73.3,79.2,Wait
Q3_26,2026-05-15,45,81.85,77.54,73.86,81.23,Wait
Q4_26,2026-05-15,30,86.75,79.09,76.75,81.44,Wait
Q4_26,2026-05-15,60,86.75,81.77,78.65,84.9,Wait
Q4_26,2026-05-15,90,86.75,82.92,79.02,86.83,Wait
Q1_27,2026-05-15,30,71.94,65.74,63.8,67.68,Wait
Q1_27,2026-05-15,60,71.94,67.91,65.32,70.5,Wait
Q1_27,2026-05-15,90,71.94,68.84,65.6,72.08,Wait
Q2_27,2026-05-15,30,39.97,39.76,38.68,40.84,Neutral
Q2_27,2026-05-15,60,39.97,39.84,38.4,41.27,Neutral
Q2_27,2026-05-15,90,39.97,39.87,38.07,41.67,Neutral
YR27,2026-05-15,30,59.05,57.26,55.66,58.85,Wait
YR27,2026-05-15,60,59.05,57.88,55.76,60.01,Neutral
YR27,2026-05-15,90,59.05,58.15,55.5,60.81,Neutral
YR28,2026-05-15,30,55.2,56.2,54.71,57.69,Neutral
YR28,2026-05-15,60,55.2,55.85,53.86,57.84,Neutral
YR28,2026-05-15,90,55.2,55.7,53.22,58.18,Neutral
