contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-09-10,19,146.0,131.4,127.46,135.34,Wait
Q4_26,2026-09-10,19,146.0,132.93,127.68,138.19,Wait
Q4_26,2026-09-10,19,146.0,135.95,129.38,142.52,Wait
Q1_27,2026-09-10,30,123.5,118.91,115.57,122.24,Wait
Q1_27,2026-09-10,60,123.5,120.51,116.07,124.96,Neutral
Q1_27,2026-09-10,90,123.5,121.2,115.65,126.76,Neutral
Q2_27,2026-09-10,30,59.0,62.17,60.58,63.76,Potential Opportunity
Q2_27,2026-09-10,60,59.0,61.06,58.94,63.18,Potential Opportunity
Q2_27,2026-09-10,90,59.0,60.58,57.93,63.24,Neutral
YR27,2026-09-10,30,88.5,79.65,77.26,82.04,Wait
YR27,2026-09-10,60,88.5,81.92,78.74,85.11,Wait
YR27,2026-09-10,90,88.5,83.44,79.46,87.42,Wait
YR28,2026-09-10,30,64.25,57.84,56.1,59.57,Wait
YR28,2026-09-10,60,64.25,60.08,57.77,62.4,Wait
YR28,2026-09-10,90,64.25,61.04,58.15,63.94,Wait
