contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-20,30,85.25,76.73,74.42,79.03,Wait
Q3_26,2026-05-20,40,85.25,79.58,76.51,82.65,Wait
Q3_26,2026-05-20,40,85.25,80.89,77.05,84.72,Wait
Q4_26,2026-05-20,30,89.7,80.73,78.31,83.15,Wait
Q4_26,2026-05-20,60,89.7,83.62,80.39,86.85,Wait
Q4_26,2026-05-20,90,89.7,85.02,80.99,89.06,Wait
Q1_27,2026-05-20,30,73.25,66.02,64.04,68.0,Wait
Q1_27,2026-05-20,60,73.25,68.55,65.91,71.19,Wait
Q1_27,2026-05-20,90,73.25,69.63,66.34,72.93,Wait
Q2_27,2026-05-20,30,41.44,42.02,40.9,43.14,Neutral
Q2_27,2026-05-20,60,41.44,41.82,40.32,43.31,Neutral
Q2_27,2026-05-20,90,41.44,41.73,39.87,43.59,Neutral
YR27,2026-05-20,30,60.15,57.36,55.73,58.98,Wait
YR27,2026-05-20,60,60.15,58.33,56.17,60.5,Wait
YR27,2026-05-20,90,60.15,58.75,56.05,61.46,Neutral
YR28,2026-05-20,30,55.65,56.28,54.78,57.78,Neutral
YR28,2026-05-20,60,55.65,56.06,54.06,58.06,Neutral
YR28,2026-05-20,90,55.65,55.96,53.46,58.47,Neutral
