contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-06-22,7,82.7,78.95,76.72,81.19,Wait
Q3_26,2026-06-22,7,82.7,80.26,77.29,83.24,Neutral
Q3_26,2026-06-22,7,82.7,80.83,77.11,84.55,Neutral
Q4_26,2026-06-22,30,86.0,82.5,80.18,84.83,Wait
Q4_26,2026-06-22,60,86.0,83.73,80.63,86.82,Neutral
Q4_26,2026-06-22,90,86.0,84.25,80.38,88.12,Neutral
Q1_27,2026-06-22,30,71.95,68.5,66.56,70.44,Wait
Q1_27,2026-06-22,60,71.95,69.71,67.12,72.3,Wait
Q1_27,2026-06-22,90,71.95,70.22,66.99,73.46,Neutral
Q2_27,2026-06-22,30,40.0,42.41,41.33,43.49,Potential Opportunity
Q2_27,2026-06-22,60,40.0,41.56,40.12,43.0,Potential Opportunity
Q2_27,2026-06-22,90,40.0,41.2,39.4,43.0,Potential Opportunity
YR27,2026-06-22,30,59.0,59.85,58.26,61.45,Neutral
YR27,2026-06-22,60,59.0,59.55,57.43,61.68,Neutral
YR27,2026-06-22,90,59.0,59.43,56.77,62.08,Neutral
YR28,2026-06-22,30,56.9,56.65,55.11,58.18,Neutral
YR28,2026-06-22,60,56.9,56.73,54.69,58.78,Neutral
YR28,2026-06-22,90,56.9,56.77,54.21,59.33,Neutral
