contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-26,30,120.3,111.67,108.42,114.92,Wait
Q4_26,2026-08-26,34,120.3,114.69,110.36,119.02,Wait
Q4_26,2026-08-26,34,120.3,115.98,110.57,121.4,Wait
Q1_27,2026-08-26,30,99.0,100.46,97.79,103.13,Neutral
Q1_27,2026-08-26,60,99.0,99.95,96.38,103.51,Neutral
Q1_27,2026-08-26,90,99.0,99.73,95.27,104.18,Neutral
Q2_27,2026-08-26,30,52.25,57.31,55.9,58.72,Potential Opportunity
Q2_27,2026-08-26,60,52.25,55.54,53.66,57.42,Potential Opportunity
Q2_27,2026-08-26,90,52.25,54.78,52.43,57.13,Potential Opportunity
YR27,2026-08-26,30,75.9,68.31,66.26,70.36,Wait
YR27,2026-08-26,60,75.9,70.65,67.92,73.38,Wait
YR27,2026-08-26,90,75.9,71.86,68.44,75.28,Wait
YR28,2026-08-26,30,59.75,56.61,55.0,58.23,Wait
YR28,2026-08-26,60,59.75,57.71,55.56,59.86,Wait
YR28,2026-08-26,90,59.75,58.18,55.49,60.87,Neutral
