contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-18,30,110.2,99.18,96.2,102.16,Wait
Q4_26,2026-08-18,42,110.2,96.98,93.01,100.94,Wait
Q4_26,2026-08-18,42,110.2,97.67,92.71,102.62,Wait
Q1_27,2026-08-18,30,90.0,81.0,78.57,83.43,Wait
Q1_27,2026-08-18,60,90.0,81.5,78.26,84.74,Wait
Q1_27,2026-08-18,90,90.0,83.46,79.41,87.51,Wait
Q2_27,2026-08-18,30,49.25,51.88,50.55,53.21,Potential Opportunity
Q2_27,2026-08-18,60,49.25,50.96,49.19,52.73,Potential Opportunity
Q2_27,2026-08-18,90,49.25,50.56,48.35,52.78,Neutral
YR27,2026-08-18,30,71.2,64.67,62.75,66.59,Wait
YR27,2026-08-18,60,71.2,66.96,64.39,69.52,Wait
YR27,2026-08-18,90,71.2,67.94,64.73,71.14,Wait
YR28,2026-08-18,30,57.34,63.07,61.53,64.62,Potential Opportunity
YR28,2026-08-18,60,57.34,62.51,60.44,64.57,Potential Opportunity
YR28,2026-08-18,90,57.34,61.31,58.73,63.89,Potential Opportunity
