contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-09-11,18,149.6,134.64,130.6,138.68,Wait
Q4_26,2026-09-11,18,149.6,136.93,131.55,142.32,Wait
Q4_26,2026-09-11,18,149.6,139.86,133.12,146.59,Wait
Q1_27,2026-09-11,30,128.3,125.4,121.94,128.87,Neutral
Q1_27,2026-09-11,60,128.3,126.42,121.8,131.04,Neutral
Q1_27,2026-09-11,90,128.3,126.85,121.08,132.63,Neutral
Q2_27,2026-09-11,30,61.65,61.8,60.14,63.46,Neutral
Q2_27,2026-09-11,60,61.65,61.75,59.53,63.97,Neutral
Q2_27,2026-09-11,90,61.65,61.72,58.95,64.5,Neutral
YR27,2026-09-11,30,93.0,83.7,81.19,86.21,Wait
YR27,2026-09-11,60,93.0,84.88,81.54,88.23,Wait
YR27,2026-09-11,90,93.0,86.76,82.57,90.94,Wait
YR28,2026-09-11,30,65.3,58.77,57.01,60.53,Wait
YR28,2026-09-11,60,65.3,60.34,57.99,62.69,Wait
YR28,2026-09-11,90,65.3,61.48,58.54,64.42,Wait
