contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-09-16,13,149.51,140.38,136.35,144.42,Wait
Q4_26,2026-09-16,13,149.51,143.58,138.2,148.96,Wait
Q4_26,2026-09-16,13,149.51,144.95,138.22,151.67,Wait
Q1_27,2026-09-16,30,131.2,138.9,135.35,142.44,Potential Opportunity
Q1_27,2026-09-16,60,131.2,136.2,131.48,140.93,Potential Opportunity
Q1_27,2026-09-16,90,131.2,135.05,129.14,140.95,Neutral
Q2_27,2026-09-16,30,60.0,66.0,64.38,67.62,Potential Opportunity
Q2_27,2026-09-16,60,60.0,64.36,62.2,66.52,Potential Opportunity
Q2_27,2026-09-16,90,60.0,63.36,60.66,66.06,Potential Opportunity
YR27,2026-09-16,30,91.0,89.9,87.45,92.36,Neutral
YR27,2026-09-16,60,91.0,90.29,87.01,93.56,Neutral
YR27,2026-09-16,90,91.0,90.45,86.36,94.55,Neutral
YR28,2026-09-16,30,64.5,58.63,56.89,60.37,Wait
YR28,2026-09-16,60,64.5,60.68,58.36,63.01,Wait
YR28,2026-09-16,90,64.5,61.56,58.66,64.47,Wait
