contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-03-31,7,78.08,86.49,86.44,87.62,Potential Opportunity
Q3_26,2026-03-31,30,78.08,58.56,54.65,58.56,Wait
Q3_26,2026-03-31,60,78.08,54.65,50.75,54.65,Wait
Q3_26,2026-03-31,90,78.08,50.75,46.85,50.75,Wait
Q4_26,2026-03-31,7,85.64,98.48,98.48,101.76,Potential Opportunity
Q4_26,2026-03-31,30,85.64,76.02,75.52,76.7,Wait
Q4_26,2026-03-31,60,85.64,77.46,76.63,78.3,Wait
Q4_26,2026-03-31,90,85.64,78.9,77.88,79.93,Wait
Q1_27,2026-03-31,7,72.79,62.03,61.62,62.44,Wait
Q1_27,2026-03-31,30,72.79,54.59,50.95,54.59,Wait
Q1_27,2026-03-31,60,72.79,50.95,47.31,50.95,Wait
Q1_27,2026-03-31,90,72.79,47.31,43.67,47.31,Wait
Q2_27,2026-03-31,7,36.54,42.02,42.02,43.85,Potential Opportunity
Q2_27,2026-03-31,30,36.54,27.41,25.58,27.41,Wait
Q2_27,2026-03-31,60,36.54,25.58,23.75,25.58,Wait
Q2_27,2026-03-31,90,36.54,23.75,21.93,23.75,Wait
YR27,2026-03-31,7,57.26,48.67,45.81,48.95,Wait
YR27,2026-03-31,30,57.26,43.88,42.95,45.78,Wait
YR27,2026-03-31,60,57.26,45.89,43.89,47.89,Wait
YR27,2026-03-31,90,57.26,47.9,45.45,50.34,Wait
YR28,2026-03-31,7,55.4,56.03,55.21,57.44,Neutral
YR28,2026-03-31,30,55.4,53.64,52.87,54.79,Wait
YR28,2026-03-31,60,55.4,53.91,52.55,55.26,Neutral
YR28,2026-03-31,90,55.4,54.17,52.51,55.83,Neutral
