contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-25,30,121.77,109.59,106.31,112.88,Wait
Q4_26,2026-08-25,35,121.77,113.75,109.37,118.14,Wait
Q4_26,2026-08-25,35,121.77,115.6,110.12,121.08,Wait
Q1_27,2026-08-25,30,98.5,98.27,95.61,100.93,Neutral
Q1_27,2026-08-25,60,98.5,98.35,94.8,101.89,Neutral
Q1_27,2026-08-25,90,98.5,98.38,93.95,102.82,Neutral
Q2_27,2026-08-25,30,52.94,58.23,56.8,59.66,Potential Opportunity
Q2_27,2026-08-25,60,52.94,56.5,54.6,58.41,Potential Opportunity
Q2_27,2026-08-25,90,52.94,55.68,53.3,58.06,Potential Opportunity
YR27,2026-08-25,30,76.3,68.67,66.61,70.73,Wait
YR27,2026-08-25,60,76.3,71.18,68.44,73.93,Wait
YR27,2026-08-25,90,76.3,72.36,68.93,75.8,Wait
YR28,2026-08-25,30,59.8,56.64,55.03,58.26,Wait
YR28,2026-08-25,60,59.8,57.75,55.6,59.9,Wait
YR28,2026-08-25,90,59.8,58.22,55.53,60.91,Neutral
