contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-07-29,30,103.25,92.92,90.14,95.71,Wait
Q4_26,2026-07-29,60,103.25,90.86,87.14,94.58,Wait
Q4_26,2026-07-29,62,103.25,87.76,83.12,92.41,Wait
Q1_27,2026-07-29,30,80.5,72.45,70.28,74.62,Wait
Q1_27,2026-07-29,60,80.5,70.84,67.94,73.74,Wait
Q1_27,2026-07-29,90,80.5,68.42,64.8,72.05,Wait
Q2_27,2026-07-29,30,44.92,41.97,40.76,43.18,Wait
Q2_27,2026-07-29,60,44.92,43.0,41.39,44.62,Wait
Q2_27,2026-07-29,90,44.92,43.45,41.42,45.47,Wait
YR27,2026-07-29,30,65.2,61.82,60.06,63.58,Wait
YR27,2026-07-29,60,65.2,63.0,60.65,65.35,Wait
YR27,2026-07-29,90,65.2,63.51,60.57,66.44,Neutral
YR28,2026-07-29,30,55.68,61.25,59.74,62.75,Potential Opportunity
YR28,2026-07-29,60,55.68,61.65,59.65,63.66,Potential Opportunity
YR28,2026-07-29,90,55.68,60.27,57.77,62.78,Potential Opportunity
