datetime,hour,point_forecast,lower_80ci,upper_80ci,lag_data_quality
2026-06-22 00:00:00,0,109.875,97.501,124.088,100.0
2026-06-22 01:00:00,1,104.864,92.558,119.759,100.0
2026-06-22 02:00:00,2,100.828,88.761,115.471,100.0
2026-06-22 03:00:00,3,97.828,84.623,111.968,100.0
2026-06-22 04:00:00,4,100.212,88.771,111.978,100.0
2026-06-22 05:00:00,5,97.44,84.416,109.777,100.0
2026-06-22 06:00:00,6,88.223,75.536,101.542,100.0
2026-06-22 07:00:00,7,96.112,83.527,111.127,100.0
2026-06-22 08:00:00,8,87.605,72.031,106.834,100.0
2026-06-22 09:00:00,9,67.19,55.664,83.476,100.0
2026-06-22 10:00:00,10,54.491,41.707,70.555,100.0
2026-06-22 11:00:00,11,43.34,31.818,60.197,100.0
2026-06-22 12:00:00,12,35.722,24.471,51.187,100.0
2026-06-22 13:00:00,13,26.73,15.31,40.347,100.0
2026-06-22 14:00:00,14,21.702,9.986,34.203,100.0
2026-06-22 15:00:00,15,12.529,2.0,22.948,100.0
2026-06-22 16:00:00,16,5.324,-5.0,17.951,100.0
2026-06-22 17:00:00,17,21.133,9.685,36.146,100.0
2026-06-22 18:00:00,18,25.75,12.726,39.677,100.0
2026-06-22 19:00:00,19,85.563,71.955,97.461,100.0
2026-06-22 20:00:00,20,124.336,111.579,134.443,100.0
2026-06-22 21:00:00,21,149.246,136.471,159.6,100.0
2026-06-22 22:00:00,22,131.517,120.479,141.608,100.0
2026-06-22 23:00:00,23,118.866,105.782,133.956,100.0
2026-06-23 00:00:00,0,97.82,85.445,112.033,100.0
2026-06-23 01:00:00,1,90.081,77.775,104.976,100.0
2026-06-23 02:00:00,2,88.568,76.501,103.211,100.0
2026-06-23 03:00:00,3,83.474,70.27,97.615,100.0
2026-06-23 04:00:00,4,86.596,75.155,98.362,100.0
2026-06-23 05:00:00,5,85.098,72.074,97.436,100.0
2026-06-23 06:00:00,6,78.752,66.066,92.072,100.0
2026-06-23 07:00:00,7,91.047,78.463,106.063,100.0
2026-06-23 08:00:00,8,85.452,69.878,104.682,100.0
2026-06-23 09:00:00,9,69.404,57.878,85.69,100.0
2026-06-23 10:00:00,10,55.709,42.926,71.773,100.0
2026-06-23 11:00:00,11,43.282,31.76,60.14,100.0
2026-06-23 12:00:00,12,33.753,22.503,49.219,100.0
2026-06-23 13:00:00,13,23.946,12.526,37.562,100.0
2026-06-23 14:00:00,14,20.426,8.71,32.927,100.0
2026-06-23 15:00:00,15,14.883,4.354,25.302,100.0
2026-06-23 16:00:00,16,3.208,-5.0,15.835,100.0
2026-06-23 17:00:00,17,22.77,11.323,37.783,100.0
2026-06-23 18:00:00,18,27.059,14.036,40.986,100.0
2026-06-23 19:00:00,19,85.662,72.053,97.56,100.0
2026-06-23 20:00:00,20,125.612,112.856,135.719,100.0
2026-06-23 21:00:00,21,146.508,133.732,156.862,100.0
2026-06-23 22:00:00,22,125.533,114.495,135.623,100.0
2026-06-23 23:00:00,23,114.707,101.624,129.797,100.0
2026-06-24 00:00:00,0,97.431,85.056,111.644,100.0
2026-06-24 01:00:00,1,88.322,76.016,103.216,100.0
2026-06-24 02:00:00,2,87.254,75.186,101.897,100.0
2026-06-24 03:00:00,3,81.688,68.483,95.828,100.0
2026-06-24 04:00:00,4,84.231,72.79,95.998,100.0
2026-06-24 05:00:00,5,83.037,70.013,95.375,100.0
2026-06-24 06:00:00,6,77.568,64.882,90.888,100.0
2026-06-24 07:00:00,7,89.885,77.3,104.9,100.0
2026-06-24 08:00:00,8,83.951,68.378,103.181,100.0
2026-06-24 09:00:00,9,69.477,57.951,85.763,100.0
2026-06-24 10:00:00,10,56.364,43.58,72.428,100.0
2026-06-24 11:00:00,11,45.066,33.544,61.924,100.0
2026-06-24 12:00:00,12,38.029,26.778,53.494,100.0
2026-06-24 13:00:00,13,26.824,15.404,40.44,100.0
2026-06-24 14:00:00,14,23.29,11.574,35.791,100.0
2026-06-24 15:00:00,15,15.453,4.923,25.872,100.0
