datetime,hour,point_forecast,lower_80ci,upper_80ci,lag_data_quality
2026-04-17 00:00:00,0,105.871,91.174,120.547,100.0
2026-04-17 01:00:00,1,98.572,85.373,114.297,100.0
2026-04-17 02:00:00,2,99.122,86.551,114.11,100.0
2026-04-17 03:00:00,3,103.259,91.596,116.81,100.0
2026-04-17 04:00:00,4,102.779,90.239,115.867,100.0
2026-04-17 05:00:00,5,93.246,78.695,105.668,100.0
2026-04-17 06:00:00,6,94.097,79.343,107.199,100.0
2026-04-17 07:00:00,7,98.304,83.387,114.046,100.0
2026-04-17 08:00:00,8,98.756,83.176,115.717,100.0
2026-04-17 09:00:00,9,82.597,72.253,101.104,100.0
2026-04-17 10:00:00,10,77.199,64.464,94.29,100.0
2026-04-17 11:00:00,11,63.089,51.158,81.38,100.0
2026-04-17 12:00:00,12,56.471,44.836,72.354,100.0
2026-04-17 13:00:00,13,46.339,35.234,60.774,100.0
2026-04-17 14:00:00,14,38.256,26.41,51.652,100.0
2026-04-17 15:00:00,15,32.451,18.685,45.98,100.0
2026-04-17 16:00:00,16,29.947,17.648,44.39,100.0
2026-04-17 17:00:00,17,37.299,24.006,51.22,100.0
2026-04-17 18:00:00,18,52.93,39.015,66.005,100.0
2026-04-17 19:00:00,19,93.382,79.108,107.165,100.0
2026-04-17 20:00:00,20,122.866,110.107,133.008,100.0
2026-04-17 21:00:00,21,136.7,124.882,146.47,100.0
2026-04-17 22:00:00,22,124.015,112.056,134.817,100.0
2026-04-17 23:00:00,23,109.775,96.037,124.686,100.0
2026-04-18 00:00:00,0,97.443,82.746,112.119,100.0
2026-04-18 01:00:00,1,89.2,76.001,104.926,100.0
2026-04-18 02:00:00,2,94.968,82.397,109.955,100.0
2026-04-18 03:00:00,3,92.035,80.372,105.586,100.0
2026-04-18 04:00:00,4,91.857,79.317,104.946,100.0
2026-04-18 05:00:00,5,83.12,68.568,95.542,100.0
2026-04-18 06:00:00,6,89.135,74.381,102.238,100.0
2026-04-18 07:00:00,7,96.217,81.3,111.959,100.0
2026-04-18 08:00:00,8,96.67,81.09,113.631,100.0
2026-04-18 09:00:00,9,79.503,69.159,98.011,100.0
2026-04-18 10:00:00,10,74.351,61.617,91.443,100.0
