datetime,hour,point_forecast,lower_80ci,upper_80ci,lag_data_quality
2026-07-17 00:00:00,0,142.997,130.622,157.21,100.0
2026-07-17 01:00:00,1,137.719,125.414,152.614,100.0
2026-07-17 02:00:00,2,137.326,125.258,151.968,100.0
2026-07-17 03:00:00,3,136.938,123.734,151.079,100.0
2026-07-17 04:00:00,4,130.655,119.214,142.422,100.0
2026-07-17 05:00:00,5,140.641,127.617,152.979,100.0
2026-07-17 06:00:00,6,139.743,127.056,153.062,100.0
2026-07-17 07:00:00,7,155.197,142.613,170.213,100.0
2026-07-17 08:00:00,8,154.144,138.571,173.374,100.0
2026-07-17 09:00:00,9,130.266,118.74,146.552,100.0
2026-07-17 10:00:00,10,110.959,98.176,127.023,100.0
2026-07-17 11:00:00,11,94.223,82.701,111.08,100.0
2026-07-17 12:00:00,12,93.959,82.708,109.424,100.0
2026-07-17 13:00:00,13,85.312,73.891,98.928,100.0
2026-07-17 14:00:00,14,77.62,65.903,90.12,100.0
2026-07-17 15:00:00,15,70.312,59.783,80.731,100.0
2026-07-17 16:00:00,16,67.807,57.044,80.434,100.0
2026-07-17 17:00:00,17,60.158,48.71,75.171,100.0
2026-07-17 18:00:00,18,57.544,44.52,71.471,100.0
2026-07-17 19:00:00,19,73.287,59.679,85.185,100.0
2026-07-17 20:00:00,20,136.076,123.32,146.183,100.0
2026-07-17 21:00:00,21,165.759,152.984,176.113,100.0
2026-07-17 22:00:00,22,176.173,165.135,186.263,100.0
2026-07-17 23:00:00,23,163.058,149.975,178.148,100.0
2026-07-18 00:00:00,0,145.307,132.932,159.519,100.0
2026-07-18 01:00:00,1,139.341,127.035,154.236,100.0
2026-07-18 02:00:00,2,139.335,127.267,153.978,100.0
2026-07-18 03:00:00,3,138.907,125.703,153.047,100.0
2026-07-18 04:00:00,4,131.162,119.721,142.928,100.0
2026-07-18 05:00:00,5,142.493,129.469,154.831,100.0
2026-07-18 06:00:00,6,142.307,129.62,155.626,100.0
2026-07-18 07:00:00,7,156.963,144.379,171.979,100.0
2026-07-18 08:00:00,8,154.442,138.869,173.672,100.0
2026-07-18 09:00:00,9,131.618,120.092,147.904,100.0
2026-07-18 10:00:00,10,112.655,99.871,128.719,100.0
2026-07-18 11:00:00,11,96.48,84.958,113.338,100.0
2026-07-18 12:00:00,12,95.192,83.941,110.657,100.0
2026-07-18 13:00:00,13,87.376,75.956,100.993,100.0
2026-07-18 14:00:00,14,79.652,67.935,92.152,100.0
2026-07-18 15:00:00,15,69.213,58.684,79.632,100.0
2026-07-18 16:00:00,16,67.528,56.764,80.155,100.0
2026-07-18 17:00:00,17,54.279,42.831,69.292,100.0
2026-07-18 18:00:00,18,50.7,37.677,64.627,100.0
2026-07-18 19:00:00,19,67.613,54.005,79.511,100.0
2026-07-18 20:00:00,20,135.667,122.911,145.774,100.0
2026-07-18 21:00:00,21,167.652,154.877,178.006,100.0
2026-07-18 22:00:00,22,179.74,168.702,189.83,100.0
2026-07-18 23:00:00,23,164.308,151.225,179.398,100.0
2026-07-19 00:00:00,0,145.385,133.01,159.598,100.0
2026-07-19 01:00:00,1,139.56,127.255,154.455,100.0
2026-07-19 02:00:00,2,139.25,127.182,153.893,100.0
2026-07-19 03:00:00,3,138.982,125.777,153.122,100.0
2026-07-19 04:00:00,4,131.528,120.086,143.294,100.0
2026-07-19 05:00:00,5,142.72,129.696,155.058,100.0
2026-07-19 06:00:00,6,142.485,129.799,155.805,100.0
2026-07-19 07:00:00,7,157.622,145.038,172.638,100.0
2026-07-19 08:00:00,8,155.43,139.857,174.66,100.0
2026-07-19 09:00:00,9,130.993,119.467,147.279,100.0
2026-07-19 10:00:00,10,113.599,100.815,129.663,100.0
2026-07-19 11:00:00,11,98.671,87.15,115.529,100.0
2026-07-19 12:00:00,12,96.988,85.737,112.453,100.0
2026-07-19 13:00:00,13,89.602,78.182,103.219,100.0
2026-07-19 14:00:00,14,80.893,69.177,93.394,100.0
2026-07-19 15:00:00,15,69.99,59.461,80.409,100.0
2026-07-19 16:00:00,16,68.09,57.326,80.717,100.0
2026-07-19 17:00:00,17,51.899,40.451,66.912,100.0
2026-07-19 18:00:00,18,44.1,31.077,58.028,100.0
2026-07-19 19:00:00,19,64.391,50.783,76.29,100.0
2026-07-19 20:00:00,20,134.594,121.838,144.701,100.0
2026-07-19 21:00:00,21,168.294,155.519,178.648,100.0
2026-07-19 22:00:00,22,179.798,168.761,189.889,100.0
2026-07-19 23:00:00,23,164.804,151.721,179.894,100.0
2026-07-20 00:00:00,0,145.782,133.407,159.995,100.0
2026-07-20 01:00:00,1,139.651,127.345,154.546,100.0
2026-07-20 02:00:00,2,139.99,127.922,154.633,100.0
2026-07-20 03:00:00,3,138.401,125.197,152.542,100.0
2026-07-20 04:00:00,4,131.39,119.949,143.157,100.0
2026-07-20 05:00:00,5,142.823,129.799,155.161,100.0
2026-07-20 06:00:00,6,142.556,129.869,155.875,100.0
2026-07-20 07:00:00,7,158.762,146.178,173.778,100.0
2026-07-20 08:00:00,8,157.985,142.412,177.215,100.0
2026-07-20 09:00:00,9,135.307,123.781,151.593,100.0
2026-07-20 10:00:00,10,118.42,105.637,134.484,100.0
2026-07-20 11:00:00,11,102.429,90.908,119.287,100.0
2026-07-20 12:00:00,12,102.708,91.457,118.173,100.0
2026-07-20 13:00:00,13,94.887,83.467,108.504,100.0
2026-07-20 14:00:00,14,85.595,73.879,98.096,100.0
2026-07-20 15:00:00,15,74.46,63.931,84.879,100.0
2026-07-20 16:00:00,16,71.681,60.917,84.308,100.0
2026-07-20 17:00:00,17,55.207,43.76,70.22,100.0
2026-07-20 18:00:00,18,45.401,32.377,59.328,100.0
2026-07-20 19:00:00,19,62.219,48.611,74.117,100.0
2026-07-20 20:00:00,20,134.66,121.903,144.766,100.0
2026-07-20 21:00:00,21,169.368,156.593,179.722,100.0
2026-07-20 22:00:00,22,180.914,169.876,191.005,100.0
2026-07-20 23:00:00,23,165.328,152.245,180.418,100.0
2026-07-21 00:00:00,0,145.116,132.741,159.328,100.0
2026-07-21 01:00:00,1,138.511,126.206,153.406,100.0
2026-07-21 02:00:00,2,138.508,126.44,153.151,100.0
2026-07-21 03:00:00,3,137.371,124.167,151.511,100.0
2026-07-21 04:00:00,4,130.225,118.784,141.992,100.0
2026-07-21 05:00:00,5,141.83,128.806,154.168,100.0
2026-07-21 06:00:00,6,141.691,129.005,155.011,100.0
2026-07-21 07:00:00,7,157.954,145.37,172.97,100.0
2026-07-21 08:00:00,8,157.184,141.61,176.413,100.0
2026-07-21 09:00:00,9,135.428,123.902,151.714,100.0
2026-07-21 10:00:00,10,117.863,105.079,133.927,100.0
