datetime,hour,point_forecast,lower_80ci,upper_80ci,lag_data_quality
2026-08-20 00:00:00,0,166.121,153.746,180.333,100.0
2026-08-20 01:00:00,1,161.901,149.595,176.796,100.0
2026-08-20 02:00:00,2,152.316,140.249,166.959,100.0
2026-08-20 03:00:00,3,149.811,136.606,163.951,100.0
2026-08-20 04:00:00,4,148.568,137.127,160.335,100.0
2026-08-20 05:00:00,5,153.039,140.015,165.377,100.0
2026-08-20 06:00:00,6,159.468,146.781,172.787,100.0
2026-08-20 07:00:00,7,175.4,162.815,190.415,100.0
2026-08-20 08:00:00,8,179.333,163.76,198.563,100.0
2026-08-20 09:00:00,9,156.853,145.327,173.139,100.0
2026-08-20 10:00:00,10,127.467,114.684,143.532,100.0
2026-08-20 11:00:00,11,115.973,104.452,132.831,100.0
2026-08-20 12:00:00,12,109.237,97.987,124.703,100.0
2026-08-20 13:00:00,13,97.227,85.807,110.844,100.0
2026-08-20 14:00:00,14,89.135,77.418,101.636,100.0
2026-08-20 15:00:00,15,79.953,69.424,90.372,100.0
2026-08-20 16:00:00,16,69.123,58.36,81.75,100.0
2026-08-20 17:00:00,17,84.342,72.894,99.355,100.0
2026-08-20 18:00:00,18,102.833,89.81,116.76,100.0
2026-08-20 19:00:00,19,168.373,154.764,180.271,100.0
2026-08-20 20:00:00,20,204.046,191.29,214.153,100.0
2026-08-20 21:00:00,21,214.611,201.836,224.965,100.0
2026-08-20 22:00:00,22,192.305,181.267,202.395,100.0
2026-08-20 23:00:00,23,180.695,167.611,195.785,100.0
2026-08-21 00:00:00,0,161.17,148.795,175.382,100.0
2026-08-21 01:00:00,1,152.311,140.006,167.206,100.0
2026-08-21 02:00:00,2,144.355,132.288,158.998,100.0
2026-08-21 03:00:00,3,140.384,127.179,154.524,100.0
2026-08-21 04:00:00,4,135.945,124.504,147.711,100.0
2026-08-21 05:00:00,5,141.703,128.679,154.041,100.0
2026-08-21 06:00:00,6,149.415,136.729,162.735,100.0
2026-08-21 07:00:00,7,167.499,154.914,182.514,100.0
2026-08-21 08:00:00,8,172.467,156.893,191.696,100.0
2026-08-21 09:00:00,9,150.297,138.771,166.583,100.0
2026-08-21 10:00:00,10,121.223,108.44,137.287,100.0
2026-08-21 11:00:00,11,110.089,98.567,126.947,100.0
2026-08-21 12:00:00,12,106.996,95.746,122.462,100.0
2026-08-21 13:00:00,13,93.148,81.728,106.764,100.0
2026-08-21 14:00:00,14,88.139,76.422,100.64,100.0
2026-08-21 15:00:00,15,81.641,71.112,92.06,100.0
2026-08-21 16:00:00,16,74.839,64.075,87.466,100.0
2026-08-21 17:00:00,17,93.072,81.624,108.085,100.0
