datetime,hour,point_forecast,lower_80ci,upper_80ci,lag_data_quality
2026-07-07 00:00:00,0,122.932,110.557,137.145,100.0
2026-07-07 01:00:00,1,123.079,110.773,137.974,100.0
2026-07-07 02:00:00,2,117.845,105.777,132.488,100.0
2026-07-07 03:00:00,3,118.05,104.846,132.191,100.0
2026-07-07 04:00:00,4,116.104,104.663,127.871,100.0
2026-07-07 05:00:00,5,126.332,113.308,138.67,100.0
2026-07-07 06:00:00,6,122.454,109.767,135.773,100.0
2026-07-07 07:00:00,7,130.066,117.482,145.081,100.0
2026-07-07 08:00:00,8,125.563,109.989,144.792,100.0
2026-07-07 09:00:00,9,107.795,96.269,124.081,100.0
2026-07-07 10:00:00,10,93.045,80.261,109.109,100.0
2026-07-07 11:00:00,11,82.593,71.071,99.451,100.0
2026-07-07 12:00:00,12,77.385,66.134,92.85,100.0
2026-07-07 13:00:00,13,68.336,56.915,81.952,100.0
2026-07-07 14:00:00,14,64.747,53.03,77.247,100.0
2026-07-07 15:00:00,15,56.55,46.021,66.969,100.0
2026-07-07 16:00:00,16,53.739,42.976,66.366,100.0
2026-07-07 17:00:00,17,48.739,37.291,63.751,100.0
2026-07-07 18:00:00,18,43.633,30.61,57.561,100.0
2026-07-07 19:00:00,19,65.684,52.076,77.582,100.0
2026-07-07 20:00:00,20,130.071,117.315,140.178,100.0
2026-07-07 21:00:00,21,137.339,124.563,147.692,100.0
2026-07-07 22:00:00,22,141.651,130.613,151.742,100.0
2026-07-07 23:00:00,23,132.643,119.56,147.733,100.0
2026-07-08 00:00:00,0,124.495,112.12,138.708,100.0
2026-07-08 01:00:00,1,123.17,110.864,138.065,100.0
2026-07-08 02:00:00,2,121.707,109.64,136.35,100.0
2026-07-08 03:00:00,3,119.352,106.148,133.493,100.0
2026-07-08 04:00:00,4,118.899,107.458,130.665,100.0
2026-07-08 05:00:00,5,129.052,116.028,141.39,100.0
2026-07-08 06:00:00,6,127.42,114.734,140.74,100.0
2026-07-08 07:00:00,7,136.439,123.854,151.454,100.0
2026-07-08 08:00:00,8,126.313,110.74,145.543,100.0
