datetime,hour,point_forecast,lower_80ci,upper_80ci,lag_data_quality
2026-05-21 00:00:00,0,87.213,74.838,101.425,100.0
2026-05-21 01:00:00,1,85.365,73.059,100.26,100.0
2026-05-21 02:00:00,2,86.812,74.745,101.455,100.0
2026-05-21 03:00:00,3,86.964,73.76,101.104,100.0
2026-05-21 04:00:00,4,84.559,73.118,96.326,100.0
2026-05-21 05:00:00,5,85.145,72.121,97.483,100.0
2026-05-21 06:00:00,6,86.272,73.586,99.592,100.0
2026-05-21 07:00:00,7,91.759,79.175,106.775,100.0
2026-05-21 08:00:00,8,95.432,79.859,114.662,100.0
2026-05-21 09:00:00,9,96.586,85.06,112.872,100.0
2026-05-21 10:00:00,10,99.308,86.525,115.372,100.0
2026-05-21 11:00:00,11,97.511,85.99,114.369,100.0
2026-05-21 12:00:00,12,100.174,88.924,115.64,100.0
2026-05-21 13:00:00,13,93.275,81.855,106.892,100.0
2026-05-21 14:00:00,14,91.913,80.197,104.414,100.0
2026-05-21 15:00:00,15,88.907,78.378,99.326,100.0
2026-05-21 16:00:00,16,86.053,75.29,98.68,100.0
2026-05-21 17:00:00,17,83.159,71.711,98.172,100.0
2026-05-21 18:00:00,18,82.089,69.066,96.017,100.0
2026-05-21 19:00:00,19,88.682,75.073,100.58,100.0
2026-05-21 20:00:00,20,83.416,70.659,93.523,100.0
2026-05-21 21:00:00,21,90.578,77.803,100.932,100.0
2026-05-21 22:00:00,22,94.17,83.133,104.261,100.0
2026-05-21 23:00:00,23,93.533,80.45,108.623,100.0
2026-05-22 00:00:00,0,84.656,72.281,98.869,100.0
2026-05-22 01:00:00,1,80.456,68.15,95.351,100.0
2026-05-22 02:00:00,2,80.614,68.547,95.257,100.0
2026-05-22 03:00:00,3,79.616,66.412,93.757,100.0
2026-05-22 04:00:00,4,75.989,64.548,87.756,100.0
2026-05-22 05:00:00,5,77.856,64.832,90.194,100.0
2026-05-22 06:00:00,6,80.685,67.999,94.005,100.0
2026-05-22 07:00:00,7,87.959,75.375,102.975,100.0
2026-05-22 08:00:00,8,92.235,76.661,111.464,100.0
2026-05-22 09:00:00,9,93.442,81.916,109.728,100.0
2026-05-22 10:00:00,10,96.631,83.847,112.695,100.0
2026-05-22 11:00:00,11,93.376,81.854,110.233,100.0
2026-05-22 12:00:00,12,96.758,85.507,112.223,100.0
2026-05-22 13:00:00,13,89.39,77.97,103.007,100.0
2026-05-22 14:00:00,14,88.191,76.475,100.692,100.0
2026-05-22 15:00:00,15,84.175,73.646,94.594,100.0
2026-05-22 16:00:00,16,84.062,73.298,96.689,100.0
2026-05-22 17:00:00,17,79.242,67.794,94.255,100.0
2026-05-22 18:00:00,18,77.619,64.596,91.547,100.0
2026-05-22 19:00:00,19,84.032,70.424,95.93,100.0
2026-05-22 20:00:00,20,78.837,66.08,88.943,100.0
2026-05-22 21:00:00,21,88.749,75.974,99.103,100.0
2026-05-22 22:00:00,22,92.494,81.456,102.585,100.0
2026-05-22 23:00:00,23,92.377,79.294,107.467,100.0
2026-05-23 00:00:00,0,85.661,73.286,99.873,100.0
2026-05-23 01:00:00,1,82.139,69.834,97.034,100.0
2026-05-23 02:00:00,2,82.181,70.114,96.824,100.0
2026-05-23 03:00:00,3,81.091,67.887,95.232,100.0
2026-05-23 04:00:00,4,77.214,65.773,88.98,100.0
2026-05-23 05:00:00,5,79.737,66.713,92.074,100.0
2026-05-23 06:00:00,6,82.227,69.541,95.547,100.0
2026-05-23 07:00:00,7,89.533,76.949,104.549,100.0
2026-05-23 08:00:00,8,93.394,77.82,112.624,100.0
2026-05-23 09:00:00,9,94.803,83.277,111.089,100.0
2026-05-23 10:00:00,10,98.079,85.296,114.143,100.0
2026-05-23 11:00:00,11,95.807,84.286,112.665,100.0
2026-05-23 12:00:00,12,98.723,87.472,114.188,100.0
2026-05-23 13:00:00,13,92.408,80.988,106.025,100.0
2026-05-23 14:00:00,14,90.44,78.724,102.941,100.0
2026-05-23 15:00:00,15,86.523,75.993,96.942,100.0
2026-05-23 16:00:00,16,85.156,74.393,97.783,100.0
2026-05-23 17:00:00,17,81.296,69.848,96.309,100.0
2026-05-23 18:00:00,18,78.544,65.52,92.471,100.0
2026-05-23 19:00:00,19,85.493,71.885,97.391,100.0
2026-05-23 20:00:00,20,79.411,66.655,89.518,100.0
2026-05-23 21:00:00,21,90.77,77.995,101.124,100.0
2026-05-23 22:00:00,22,93.542,82.504,103.633,100.0
2026-05-23 23:00:00,23,93.003,79.92,108.093,100.0
2026-05-24 00:00:00,0,85.464,73.089,99.677,100.0
2026-05-24 01:00:00,1,81.506,69.201,96.401,100.0
2026-05-24 02:00:00,2,81.702,69.635,96.345,100.0
2026-05-24 03:00:00,3,80.388,67.184,94.529,100.0
2026-05-24 04:00:00,4,76.749,65.308,88.515,100.0
2026-05-24 05:00:00,5,79.284,66.26,91.622,100.0
2026-05-24 06:00:00,6,82.074,69.388,95.394,100.0
2026-05-24 07:00:00,7,89.74,77.155,104.755,100.0
2026-05-24 08:00:00,8,93.833,78.26,113.063,100.0
2026-05-24 09:00:00,9,94.648,83.122,110.934,100.0
2026-05-24 10:00:00,10,97.647,84.863,113.711,100.0
2026-05-24 11:00:00,11,95.509,83.987,112.367,100.0
