# Source: yfinance KRBN (scaled proxy) | Downloaded: 2026-05-06T08:34:38.533298
date,eua_co2
2022-11-10,67.18520498275757
2022-11-11,69.38558683395387
2022-11-14,68.68473024368286
2022-11-15,69.74417285919189
2022-11-16,68.09796085357667
2022-11-17,67.23410654067993
2022-11-18,66.84291648864746
2022-11-21,67.49488945007325
2022-11-22,67.47859191894531
2022-11-23,68.78251991271974
2022-11-25,70.5265305519104
2022-11-28,69.07590684890748
2022-11-29,70.80361547470093
2022-11-30,73.80266599655151
2022-12-01,74.74802141189575
2022-12-02,76.54092464447022
2022-12-05,75.82376155853272
2022-12-06,76.26383972167969
2022-12-07,76.41053543090821
2022-12-08,76.85060462951661
2022-12-09,76.39423789978028
2022-12-12,77.81226654052735
2022-12-13,77.84486160278321
2022-12-14,76.42682399749756
2022-12-15,75.77486896514893
2022-12-16,74.86210861206055
2022-12-19,74.84581556320191
2022-12-20,76.28013725280762
2022-12-21,75.5629831314087
2022-12-22,76.41053543090821
2022-12-23,76.58983516693115
2022-12-27,76.18235206604004
2022-12-28,74.46559362411499
2022-12-29,73.9297248840332
2022-12-30,72.38167457580566
2023-01-03,72.26258516311646
2023-01-04,68.78937778472901
2023-01-05,69.36493701934815
2023-01-06,69.30538558959961
2023-01-09,71.44885158538818
2023-01-10,71.38932256698608
2023-01-11,70.45651302337647
2023-01-12,71.62748346328736
2023-01-13,71.34962759017945
2023-01-17,71.2900806427002
2023-01-18,73.59232206344605
2023-01-19,73.94956789016724
2023-01-20,74.34649972915649
2023-01-23,73.98926286697387
2023-01-24,72.67936897277832
2023-01-25,74.02895784378052
2023-01-26,76.96630096435547
2023-01-27,76.45028419494629
2023-01-30,76.43043670654298
2023-01-31,78.49451274871826
2023-02-01,80.83644466400146
2023-02-02,79.0700719833374
2023-02-03,79.12960548400879
2023-02-06,77.08537693023682
2023-02-07,76.60905513763429
2023-02-08,76.25180931091309
2023-02-09,76.90675849914551
2023-02-10,77.54186019897462
2023-02-13,77.28384284973144
2023-02-14,76.70830154418945
2023-02-15,78.1571144104004
2023-02-16,79.82425861358642
2023-02-17,79.24869041442871
2023-02-21,81.2333854675293
2023-02-22,78.67313117980957
2023-02-23,79.18915691375733
2023-02-24,79.28838539123535
2023-02-27,81.21353797912597
2023-02-28,80.47919883728028
2023-03-01,79.92348709106446
2023-03-02,78.17696189880371
2023-03-03,78.09757194519044
2023-03-06,78.09757194519044
2023-03-07,78.99068202972413
2023-03-08,80.37996139526368
2023-03-09,81.35247039794922
2023-03-10,82.48374137878419
2023-03-13,79.7845636367798
2023-03-14,78.49451274871826
2023-03-15,75.51747913360596
2023-03-16,74.6243556022644
2023-03-17,74.8228349685669
2023-03-20,74.94191093444825
2023-03-21,77.02584342956543
2023-03-22,76.60905513763429
2023-03-23,78.83191108703613
2023-03-24,75.41824169158936
2023-03-27,75.85487747192383
2023-03-28,76.7876735687256
2023-03-29,77.22430038452148
2023-03-30,78.13726692199707
2023-03-31,78.69297866821289
2023-04-03,81.27308940887451
2023-04-04,80.49905529022217
2023-04-05,81.33261394500732
2023-04-06,81.05474910736085
2023-04-10,80.85629215240479
2023-04-11,81.43185138702393
2023-04-12,81.45170783996582
2023-04-13,80.9952335357666
2023-04-14,80.63797874450684
2023-04-17,79.84409713745117
2023-04-18,81.47154636383057
2023-04-19,80.9952335357666
2023-04-20,79.2685468673706
2023-04-21,78.57391166687012
2023-04-24,77.89911499023438
2023-04-25,76.27164783477784
2023-04-26,76.21212329864503
2023-04-27,76.96630096435547
2023-04-28,77.30369930267334
2023-05-01,76.13273334503174
2023-05-02,77.50216522216797
2023-05-03,75.81517353057862
2023-05-04,74.98160591125489
2023-05-05,75.457936668396
2023-05-08,75.47778415679932
2023-05-09,76.29150428771973
2023-05-10,77.56170768737793
2023-05-11,76.80752105712891
2023-05-12,76.74797859191895
2023-05-15,75.75563106536866
2023-05-16,76.35103778839111
2023-05-17,76.19226684570313
2023-05-18,76.88691997528076
2023-05-19,76.88691997528076
2023-05-22,75.73579254150391
2023-05-23,74.36636066436768
2023-05-24,73.87018690109254
2023-05-25,72.89767789840698
2023-05-26,72.77860193252563
2023-05-30,71.66717844009399
2023-05-31,71.64733095169068
2023-06-01,71.2106951713562
2023-06-02,70.67483539581299
2023-06-05,72.83814888000488
2023-06-06,71.88549633026123
2023-06-07,73.33431816101074
2023-06-08,73.81063995361329
2023-06-09,75.21977577209474
2023-06-12,76.90675849914551
2023-06-13,78.37543678283691
2023-06-14,80.39980888366699
2023-06-15,81.33261394500732
2023-06-16,80.37996139526368
2023-06-20,81.63032627105713
2023-06-21,80.28073291778564
2023-06-22,80.0624195098877
2023-06-23,77.48231773376465
2023-06-26,76.60905513763429
2023-06-27,78.31588535308838
2023-06-28,77.92656440734864
2023-06-29,77.36742820739747
2023-06-30,78.52710781097413
2023-07-03,77.90585632324219
2023-07-05,76.3527141571045
2023-07-06,76.37342224121095
2023-07-07,76.70476055145264
2023-07-10,77.36742820739747
2023-07-11,77.82302398681641
2023-07-12,77.7194746017456
2023-07-13,78.98271255493164
2023-07-14,79.31404190063476
2023-07-17,79.70751342773438
2023-07-18,80.39088916778564
2023-07-19,80.92931728363037
2023-07-20,81.30207176208496
2023-07-21,81.90262413024902
2023-07-24,80.9914415359497
2023-07-25,81.55057773590089
2023-07-26,81.695534324646
2023-07-27,82.0268726348877
2023-07-28,81.21923942565918
2023-07-31,80.47372150421143
2023-08-01,78.44428443908691
2023-08-02,76.91184139251709
2023-08-03,77.34671115875244
2023-08-04,77.63664226531982
2023-08-07,77.32601203918458
2023-08-08,78.17507038116456
2023-08-09,78.15436229705811
2023-08-10,78.2579116821289
2023-08-11,79.10696105957031
2023-08-14,79.04482784271241
2023-08-15,78.48570957183838
2023-08-16,79.37617511749268
2023-08-17,79.64538021087647
2023-08-18,79.43829936981201
2023-08-21,79.68679637908936
2023-08-22,80.57727088928223
2023-08-23,80.5979700088501
2023-08-24,78.32002696990968
2023-08-25,78.4235673904419
2023-08-28,78.21648654937745
2023-08-29,78.6306661605835
2023-08-30,79.39688320159912
2023-08-31,79.04482784271241
2023-09-01,78.44428443908691
2023-09-05,77.28459587097169
2023-09-06,77.07751502990723
2023-09-07,76.84971714019775
2023-09-08,76.0627830505371
2023-09-11,76.33200607299806
2023-09-12,75.73145370483398
2023-09-13,77.36742820739747
2023-09-14,76.60122013092041
2023-09-15,75.93852558135987
2023-09-18,75.15160942077637
2023-09-19,75.40010643005371
2023-09-20,76.14562435150147
2023-09-21,76.72546863555908
2023-09-22,77.51238479614258
2023-09-25,76.68405246734619
2023-09-26,75.37940731048585
2023-09-27,74.55106601715089
2023-09-28,75.3586992263794
2023-09-29,74.82027111053468
2023-10-02,74.28184747695923
2023-10-03,73.99192085266114
2023-10-04,75.21372470855714
2023-10-05,74.71672172546387
2023-10-06,75.21372470855714
2023-10-09,75.75216178894043
2023-10-10,77.69876651763916
2023-10-11,77.13963031768799
2023-10-12,77.5331018447876
2023-10-13,77.5331018447876
2023-10-16,76.74617671966553
2023-10-17,76.2077486038208
2023-10-18,75.19302558898926
2023-10-19,75.79356899261475
2023-10-20,75.8764102935791
2023-10-23,75.23444175720215
2023-10-24,75.21372470855714
2023-10-25,74.94451065063477
2023-10-26,74.84097471237183
2023-10-27,74.55106601715089
2023-10-30,74.79955406188965
2023-10-31,74.94451065063477
2023-11-01,74.40610494613648
2023-11-02,75.33798217773438
2023-11-03,75.00664834976196
2023-11-06,74.30255556106567
2023-11-07,73.90909299850465
2023-11-08,73.99192085266114
2023-11-09,74.90310344696046
2023-11-10,75.66932048797608
2023-11-13,74.75814237594605
2023-11-14,76.58051204681396
2023-11-15,77.22247161865235
2023-11-16,76.10420818328858
2023-11-17,75.95925159454346
2023-11-20,76.04208393096924
2023-11-21,75.4415225982666
2023-11-22,75.3586992263794
2023-11-24,76.41483840942384
2023-11-27,74.46822471618653
2023-11-28,74.28184747695923
2023-11-29,72.97720232009888
2023-11-30,72.50090742111206
2023-12-01,72.91507358551026
2023-12-04,71.69326524734497
2023-12-05,70.40933265686036
2023-12-06,70.26437158584595
2023-12-07,70.84421138763427
2023-12-08,70.09870691299439
2023-12-11,69.4360258102417
2023-12-12,70.1401141166687
2023-12-13,71.21696586608887
2023-12-14,70.61641349792481
2023-12-15,70.05729522705079
2023-12-18,71.42843933105469
2023-12-19,71.89977235794068
2023-12-20,73.59228172302247
2023-12-21,75.97037658691407
2023-12-22,76.61310710906983
2023-12-26,76.78450012207031
2023-12-27,77.89855918884278
2023-12-28,77.85570869445802
2023-12-29,78.17707843780518
2024-01-02,75.22052879333496
2024-01-03,76.334596824646
2024-01-04,75.69186630249024
2024-01-05,76.2060453414917
2024-01-08,73.42089767456055
2024-01-09,73.37804718017578
2024-01-10,72.41395139694214
2024-01-11,70.74286727905273
2024-01-12,69.28601322174073
2024-01-16,68.72898817062378
2024-01-17,67.72204637527466
2024-01-18,67.52922811508179
2024-01-19,68.04340715408325
2024-01-22,67.01504459381104
2024-01-23,67.37926034927368
2024-01-24,69.15746622085571
2024-01-25,67.70062112808228
2024-01-26,67.44352712631226
2024-01-29,66.41516904830932
2024-01-30,67.80773839950562
2024-01-31,67.91486463546754
2024-02-01,67.40068111419679
2024-02-02,67.95770616531372
2024-02-05,67.16501684188843
2024-02-06,67.40068111419679
2024-02-07,66.71510009765625
2024-02-08,65.79385929107666
2024-02-09,64.76549673080444
2024-02-12,63.54431591033936
2024-02-13,62.98728189468384
2024-02-14,62.923015117645264
2024-02-15,64.10134544372559
2024-02-16,63.30864715576172
2024-02-20,61.616133308410646
2024-02-21,61.98034458160401
2024-02-22,61.16622552871704
2024-02-23,61.23049678802491
2024-02-26,61.616133308410646
2024-02-27,62.73019237518311
2024-02-28,63.63001689910889
2024-02-29,63.180104637146
2024-03-01,63.22295064926148
2024-03-04,63.522890663146974
2024-03-05,65.38680200576782
2024-03-06,64.57267847061158
2024-03-07,65.21540899276734
2024-03-08,64.3584394454956
2024-03-11,62.773042869567874
2024-03-12,63.22295064926148
2024-03-13,61.12337951660157
2024-03-14,63.24437589645386
2024-03-15,64.18704195022583
