# Source: embalses.net weekly scrape (appended) | Downloaded: 2026-09-04T10:45:45.013480
date,hydro_es,hydro_iberia
2026-03-30,56043.0,56043.0
2026-04-06,56043.0,56043.0
2026-08-10,56043.0,56043.0
2026-08-17,56043.0,56043.0
2026-08-24,56043.0,56043.0
2026-08-31,56043.0,56043.0
