"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"11/22/2024,""117.10"",""117.10"",""117.10"",""117.10"","""",""-0.23%"""
"11/21/2024,""117.37"",""117.37"",""117.37"",""117.37"","""",""-0.34%"""
"11/20/2024,""117.77"",""117.77"",""117.77"",""117.77"","""",""-1.34%"""
"11/19/2024,""119.37"",""119.37"",""119.37"",""119.37"","""",""-0.77%"""
"11/18/2024,""120.30"",""120.30"",""120.30"",""120.30"","""",""5.10%"""
"11/15/2024,""114.46"",""114.46"",""114.46"",""114.46"","""",""0.60%"""
"11/14/2024,""113.78"",""113.78"",""113.78"",""113.78"","""",""1.22%"""
"11/13/2024,""112.41"",""112.41"",""112.41"",""112.41"","""",""-1.35%"""
"11/12/2024,""113.95"",""113.95"",""113.95"",""113.95"","""",""-0.56%"""
"11/11/2024,""114.59"",""114.59"",""114.59"",""114.59"","""",""-2.87%"""
"11/08/2024,""117.98"",""117.98"",""117.98"",""117.98"","""",""4.23%"""
"11/07/2024,""113.19"",""113.19"",""113.19"",""113.19"","""",""2.01%"""
"11/06/2024,""110.96"",""110.96"",""110.96"",""110.96"","""",""0.99%"""
"11/05/2024,""109.87"",""109.87"",""109.87"",""109.87"","""",""-2.11%"""
"11/04/2024,""112.24"",""112.24"",""112.24"",""112.24"","""",""13.57%"""
"11/01/2024,""98.83"",""98.83"",""98.83"",""98.83"","""",""2.86%"""
"10/31/2024,""96.08"",""96.08"",""96.08"",""96.08"","""",""11.59%"""
"10/30/2024,""86.10"",""86.10"",""86.10"",""86.10"","""",""0.00%"""
"10/29/2024,""86.10"",""86.10"",""86.10"",""86.10"","""",""-0.38%"""
"10/28/2024,""86.43"",""86.43"",""86.43"",""86.43"","""",""0.98%"""
"10/25/2024,""85.59"",""85.59"",""85.59"",""85.59"","""",""-0.27%"""
"10/24/2024,""85.82"",""85.82"",""85.82"",""85.82"","""",""2.40%"""
"10/23/2024,""83.81"",""83.81"",""83.81"",""83.81"","""",""6.20%"""
"10/22/2024,""78.92"",""78.92"",""78.92"",""78.92"","""",""-0.11%"""
"10/21/2024,""79.01"",""79.01"",""79.01"",""79.01"","""",""2.93%"""
"10/18/2024,""76.76"",""76.76"",""76.76"",""76.76"","""",""0.33%"""
"10/17/2024,""76.51"",""76.51"",""76.51"",""76.51"","""",""2.70%"""
"10/16/2024,""74.50"",""74.50"",""74.50"",""74.50"","""",""-3.07%"""
"10/15/2024,""76.86"",""76.86"",""76.86"",""76.86"","""",""-0.36%"""
"10/14/2024,""77.14"",""77.14"",""77.14"",""77.14"","""",""2.81%"""
"10/11/2024,""75.03"",""75.03"",""75.03"",""75.03"","""",""-3.55%"""
"10/10/2024,""77.79"",""77.79"",""77.79"",""77.79"","""",""0.49%"""
"10/09/2024,""77.41"",""77.41"",""77.41"",""77.41"","""",""-1.65%"""
"10/08/2024,""78.71"",""77.69"",""77.69"",""77.69"","""",""1.23%"""
"10/07/2024,""77.75"",""77.75"",""77.75"",""77.75"","""",""3.83%"""
"10/04/2024,""74.88"",""74.88"",""74.88"",""74.88"","""",""-1.10%"""
"10/03/2024,""75.71"",""75.71"",""75.71"",""75.71"","""",""-0.86%"""
"10/02/2024,""76.37"",""76.37"",""76.37"",""76.37"","""",""-1.96%"""
"10/01/2024,""77.90"",""77.90"",""77.90"",""77.90"","""",""-1.30%"""
"09/30/2024,""78.93"",""78.93"",""78.93"",""78.93"","""",""-0.69%"""
"09/26/2024,""79.48"",""79.48"",""79.48"",""79.48"","""",""-0.67%"""
"09/25/2024,""80.02"",""80.02"",""80.02"",""80.02"","""",""-1.25%"""
"09/24/2024,""81.03"",""81.03"",""81.03"",""81.03"","""",""-1.13%"""
"09/23/2024,""81.96"",""81.96"",""81.96"",""81.96"","""",""3.85%"""
"09/20/2024,""78.92"",""78.92"",""78.92"",""78.92"","""",""0.62%"""
"09/19/2024,""78.43"",""78.43"",""78.43"",""78.43"","""",""-1.73%"""
"09/18/2024,""79.81"",""79.81"",""79.81"",""79.81"","""",""-1.66%"""
"09/17/2024,""81.16"",""81.16"",""81.16"",""81.16"","""",""0.86%"""
"09/16/2024,""80.47"",""80.47"",""80.47"",""80.47"","""",""-4.09%"""
"09/13/2024,""83.90"",""83.90"",""83.90"",""83.90"","""",""-1.39%"""
"09/12/2024,""85.08"",""85.08"",""85.08"",""85.08"","""",""-2.64%"""
"09/11/2024,""87.39"",""87.39"",""87.39"",""87.39"","""",""-0.50%"""
"09/10/2024,""87.83"",""87.83"",""87.83"",""87.83"","""",""-2.80%"""
"09/09/2024,""90.36"",""90.36"",""90.36"",""90.36"","""",""0.29%"""
"09/06/2024,""90.10"",""90.10"",""90.10"",""90.10"","""",""4.16%"""
"09/05/2024,""86.50"",""86.50"",""86.50"",""86.50"","""",""0.68%"""
"09/04/2024,""85.92"",""85.92"",""85.92"",""85.92"","""",""-3.10%"""
"09/03/2024,""88.67"",""88.67"",""88.67"",""88.67"","""",""8.07%"""
"08/30/2024,""82.05"",""82.05"",""82.05"",""82.05"","""",""-0.02%"""
"08/29/2024,""82.07"",""82.07"",""82.07"",""82.07"","""",""-0.28%"""
"08/28/2024,""82.30"",""82.30"",""82.30"",""82.30"","""",""-0.18%"""
"08/27/2024,""82.45"",""82.45"",""82.45"",""82.45"","""",""0.50%"""
"08/26/2024,""82.04"",""82.04"",""82.04"",""82.04"","""",""0.02%"""
"08/23/2024,""82.02"",""82.02"",""82.02"",""82.02"","""",""-1.45%"""
"08/22/2024,""83.23"",""83.23"",""83.23"",""83.23"","""",""-1.77%"""
"08/21/2024,""84.73"",""84.73"",""84.73"",""84.73"","""",""-0.20%"""
"08/20/2024,""84.90"",""84.90"",""84.90"",""84.90"","""",""-1.67%"""
"08/19/2024,""86.34"",""86.34"",""86.34"",""86.34"","""",""2.81%"""
"08/16/2024,""83.98"",""83.98"",""83.98"",""83.98"","""",""-0.59%"""
"08/15/2024,""84.48"",""84.48"",""84.48"",""84.48"","""",""0.08%"""
"08/14/2024,""84.41"",""84.41"",""84.41"",""84.41"","""",""1.72%"""
"08/13/2024,""82.98"",""82.98"",""82.98"",""82.98"","""",""-0.49%"""
"08/12/2024,""83.39"",""83.39"",""83.39"",""83.39"","""",""8.76%"""
"08/09/2024,""76.67"",""76.67"",""76.67"",""76.67"","""",""2.01%"""
"08/08/2024,""75.16"",""75.16"",""75.16"",""75.16"","""",""-0.15%"""
"08/07/2024,""75.27"",""75.27"",""75.27"",""75.27"","""",""-0.30%"""
"08/06/2024,""75.50"",""75.50"",""75.50"",""75.50"","""",""3.75%"""
"08/05/2024,""72.77"",""72.77"",""72.77"",""72.77"","""",""-3.69%"""
"08/02/2024,""75.56"",""75.56"",""75.56"",""75.56"","""",""-1.31%"""
"08/01/2024,""76.56"",""76.56"",""76.56"",""76.56"","""",""1.22%"""
"07/31/2024,""75.64"",""75.64"",""75.64"",""75.64"","""",""11.73%"""
"07/30/2024,""67.70"",""67.70"",""67.70"",""67.70"","""",""-0.27%"""
"07/29/2024,""67.88"",""67.88"",""67.88"",""67.88"","""",""0.19%"""
"07/26/2024,""67.75"",""67.75"",""67.75"",""67.75"","""",""-0.44%"""
"07/25/2024,""68.05"",""68.05"",""68.05"",""68.05"","""",""-0.35%"""
"07/24/2024,""68.29"",""68.29"",""68.29"",""68.29"","""",""1.62%"""
"07/23/2024,""67.20"",""67.20"",""67.20"",""67.20"","""",""0.45%"""
"07/22/2024,""66.90"",""66.90"",""66.90"",""66.90"","""",""2.39%"""
"07/19/2024,""65.34"",""65.34"",""65.34"",""65.34"","""",""1.78%"""
"07/18/2024,""64.20"",""64.20"",""64.20"",""64.20"","""",""2.98%"""
"07/17/2024,""62.34"",""62.34"",""62.34"",""62.34"","""",""-1.41%"""
"07/16/2024,""63.23"",""63.23"",""63.23"",""63.23"","""",""2.00%"""
"07/15/2024,""61.99"",""61.99"",""61.99"",""61.99"","""",""-6.00%"""
"07/12/2024,""65.95"",""65.95"",""65.95"",""65.95"","""",""-0.99%"""
"07/11/2024,""66.61"",""66.61"",""66.61"",""66.61"","""",""-0.60%"""
"07/10/2024,""67.01"",""67.01"",""67.01"",""67.01"","""",""-1.00%"""
"07/09/2024,""67.69"",""67.69"",""67.69"",""67.69"","""",""-3.02%"""
"07/08/2024,""69.80"",""69.80"",""69.80"",""69.80"","""",""-2.46%"""
"07/05/2024,""71.56"",""71.56"",""71.56"",""71.56"","""",""-1.66%"""
"07/03/2024,""72.77"",""72.77"",""72.77"",""72.77"","""",""-3.83%"""
"07/02/2024,""75.67"",""75.67"",""75.67"",""75.67"","""",""0.33%"""
"07/01/2024,""75.42"",""75.42"",""75.42"",""75.42"","""",""-11.53%"""
"06/28/2024,""85.25"",""85.25"",""85.25"",""85.25"","""",""-0.53%"""
"06/27/2024,""85.70"",""85.70"",""85.70"",""85.70"","""",""-0.29%"""
"06/26/2024,""85.95"",""85.95"",""85.95"",""85.95"","""",""-2.34%"""
"06/25/2024,""88.01"",""88.01"",""88.01"",""88.01"","""",""18.90%"""
"06/24/2024,""74.02"",""74.02"",""74.02"",""74.02"","""",""-0.67%"""
"06/21/2024,""74.52"",""74.52"",""74.52"",""74.52"","""",""2.60%"""
"06/20/2024,""72.63"",""72.63"",""72.63"",""72.63"","""",""3.83%"""
"06/18/2024,""69.95"",""69.95"",""69.95"",""69.95"","""",""1.33%"""
"06/17/2024,""69.03"",""69.03"",""69.03"",""69.03"","""",""-1.62%"""
"06/14/2024,""70.17"",""70.17"",""70.17"",""70.17"","""",""-1.17%"""
"06/13/2024,""71.00"",""71.00"",""71.00"",""71.00"","""",""1.62%"""
"06/12/2024,""69.87"",""69.87"",""69.87"",""69.87"","""",""-2.48%"""
"06/11/2024,""71.65"",""71.65"",""71.65"",""71.65"","""",""-1.55%"""
"06/10/2024,""72.78"",""72.78"",""72.78"",""72.78"","""",""-0.75%"""
"06/07/2024,""73.33"",""73.33"",""73.33"",""73.33"","""",""-2.06%"""
"06/06/2024,""74.87"",""74.87"",""74.87"",""74.87"","""",""-1.80%"""
"06/05/2024,""76.24"",""76.24"",""76.24"",""76.24"","""",""-0.10%"""
"06/04/2024,""76.32"",""76.32"",""76.32"",""76.32"","""",""3.82%"""
"05/31/2024,""73.51"",""73.51"",""73.51"",""73.51"","""",""9.37%"""
"05/30/2024,""67.21"",""67.21"",""67.21"",""67.21"","""",""-0.24%"""
"05/29/2024,""67.37"",""67.37"",""67.37"",""67.37"","""",""0.73%"""
"05/28/2024,""66.88"",""66.88"",""66.88"",""66.88"","""",""-0.79%"""
"05/24/2024,""67.41"",""67.41"",""67.41"",""67.41"","""",""0.07%"""
"05/23/2024,""67.36"",""67.36"",""67.36"",""67.36"","""",""-0.16%"""
"05/22/2024,""67.47"",""67.47"",""67.47"",""67.47"","""",""-0.16%"""
"05/21/2024,""67.58"",""67.58"",""67.58"",""67.58"","""",""6.06%"""
"05/20/2024,""63.72"",""63.72"",""63.72"",""63.72"","""",""7.74%"""
"05/17/2024,""59.14"",""59.14"",""59.14"",""59.14"","""",""3.72%"""
"05/16/2024,""57.02"",""57.02"",""57.02"",""57.02"","""",""0.41%"""
"05/15/2024,""56.79"",""56.79"",""56.79"",""56.79"","""",""0.19%"""
"05/14/2024,""56.68"",""56.68"",""56.68"",""56.68"","""",""0.76%"""
"05/13/2024,""56.25"",""56.25"",""56.25"",""56.25"","""",""-11.11%"""
"05/10/2024,""63.28"",""63.28"",""63.28"",""63.28"","""",""-4.28%"""
"05/09/2024,""66.11"",""66.11"",""66.11"",""66.11"","""",""3.86%"""
"05/08/2024,""63.65"",""63.65"",""63.65"",""63.65"","""",""-0.24%"""
"05/07/2024,""63.80"",""63.80"",""63.80"",""63.80"","""",""-4.53%"""
"05/06/2024,""66.83"",""66.83"",""66.83"",""66.83"","""",""2.36%"""
"05/03/2024,""65.29"",""65.29"",""65.29"",""65.29"","""",""2.10%"""
"05/02/2024,""63.95"",""63.95"",""63.95"",""63.95"","""",""5.75%"""
"05/01/2024,""60.47"",""60.47"",""60.47"",""60.47"","""",""0.00%"""
"04/30/2024,""60.47"",""60.47"",""60.47"",""60.47"","""",""-3.03%"""
"04/29/2024,""62.36"",""62.36"",""62.36"",""62.36"","""",""-0.80%"""
"04/26/2024,""62.86"",""62.86"",""62.86"",""62.86"","""",""-0.41%"""
"04/25/2024,""63.12"",""63.12"",""63.12"",""63.12"","""",""0.51%"""
"04/24/2024,""62.80"",""62.80"",""62.80"",""62.80"","""",""-0.10%"""
"04/23/2024,""62.86"",""62.86"",""62.86"",""62.86"","""",""0.72%"""
"04/22/2024,""62.41"",""62.41"",""62.41"",""62.41"","""",""-0.21%"""
"04/19/2024,""62.54"",""62.54"",""62.54"",""62.54"","""",""-0.21%"""
"04/18/2024,""62.67"",""62.67"",""62.67"",""62.67"","""",""-0.62%"""
"04/17/2024,""63.06"",""63.06"",""63.06"",""63.06"","""",""-2.22%"""
"04/16/2024,""64.49"",""64.49"",""64.49"",""64.49"","""",""4.20%"""
"04/15/2024,""61.89"",""61.89"",""61.89"",""61.89"","""",""6.34%"""
"04/12/2024,""58.20"",""58.20"",""58.20"",""58.20"","""",""2.85%"""
"04/11/2024,""56.59"",""56.59"",""56.59"",""56.59"","""",""6.45%"""
"04/10/2024,""53.16"",""53.16"",""53.16"",""53.16"","""",""-2.24%"""
"04/09/2024,""54.38"",""54.38"",""54.38"",""54.38"","""",""2.91%"""
"04/08/2024,""52.84"",""52.84"",""52.84"",""52.84"","""",""4.47%"""
"04/05/2024,""50.58"",""50.58"",""50.58"",""50.58"","""",""0.48%"""
"04/04/2024,""50.34"",""50.34"",""50.34"",""50.34"","""",""-1.78%"""
"04/03/2024,""51.25"",""51.25"",""51.25"",""51.25"","""",""-1.37%"""
"04/02/2024,""51.96"",""51.96"",""51.96"",""51.96"","""",""-4.80%"""
"04/01/2024,""54.58"",""54.58"",""54.58"",""54.58"","""",""-14.85%"""
"03/28/2024,""64.10"",""64.10"",""64.10"",""64.10"","""",""0.80%"""
"03/27/2024,""63.59"",""63.59"",""63.59"",""63.59"","""",""0.65%"""
"03/26/2024,""63.18"",""63.18"",""63.18"",""63.18"","""",""-0.61%"""
"03/25/2024,""63.57"",""63.57"",""63.57"",""63.57"","""",""2.15%"""
"03/22/2024,""62.23"",""62.23"",""62.23"",""62.23"","""",""0.63%"""
"03/21/2024,""61.84"",""61.84"",""61.84"",""61.84"","""",""0.19%"""
"03/20/2024,""61.72"",""61.72"",""61.72"",""61.72"","""",""-1.77%"""
"03/19/2024,""62.83"",""62.83"",""62.83"",""62.83"","""",""1.16%"""
"03/18/2024,""62.11"",""62.11"",""62.11"",""62.11"","""",""1.11%"""
"03/15/2024,""61.43"",""61.43"",""61.43"",""61.43"","""",""2.26%"""
"03/14/2024,""60.07"",""60.07"",""60.07"",""60.07"","""",""1.18%"""
"03/13/2024,""59.37"",""59.37"",""59.37"",""59.37"","""",""2.01%"""
"03/12/2024,""58.20"",""58.20"",""58.20"",""58.20"","""",""3.14%"""
"03/11/2024,""56.43"",""56.43"",""56.43"",""56.43"","""",""-7.88%"""
"03/08/2024,""61.26"",""61.26"",""61.26"",""61.26"","""",""-1.78%"""
"03/07/2024,""62.37"",""62.37"",""62.37"",""62.37"","""",""-1.70%"""
"03/06/2024,""63.45"",""63.45"",""63.45"",""63.45"","""",""0.52%"""
"03/05/2024,""63.12"",""63.12"",""63.12"",""63.12"","""",""3.87%"""
"03/04/2024,""60.77"",""60.77"",""60.77"",""60.77"","""",""-0.82%"""
"03/01/2024,""61.27"",""61.27"",""61.27"",""61.27"","""",""2.92%"""
"02/29/2024,""59.53"",""59.53"",""59.53"",""59.53"","""",""-2.95%"""
"02/28/2024,""61.34"",""61.34"",""61.34"",""61.34"","""",""0.21%"""
"02/27/2024,""61.21"",""61.21"",""61.21"",""61.21"","""",""-0.13%"""
"02/26/2024,""61.29"",""61.29"",""61.29"",""61.29"","""",""-0.05%"""
"02/23/2024,""61.32"",""61.32"",""61.32"",""61.32"","""",""1.36%"""
"02/22/2024,""60.50"",""60.50"",""60.50"",""60.50"","""",""-0.61%"""
"02/21/2024,""60.87"",""60.87"",""60.87"",""60.87"","""",""1.55%"""
"02/20/2024,""59.94"",""59.94"",""59.94"",""59.94"","""",""2.20%"""
"02/16/2024,""58.65"",""58.65"",""58.65"",""58.65"","""",""-0.66%"""
"02/15/2024,""59.04"",""59.04"",""59.04"",""59.04"","""",""-1.57%"""
"02/14/2024,""59.98"",""59.98"",""59.98"",""59.98"","""",""-2.26%"""
"02/13/2024,""61.37"",""61.37"",""61.37"",""61.37"","""",""-1.06%"""
"02/12/2024,""62.03"",""62.03"",""62.03"",""62.03"","""",""-4.05%"""
"02/09/2024,""64.65"",""64.65"",""64.65"",""64.65"","""",""-5.09%"""
"02/08/2024,""68.12"",""68.12"",""68.12"",""68.12"","""",""-3.35%"""
"02/07/2024,""70.48"",""70.48"",""70.48"",""70.48"","""",""-1.97%"""
"02/06/2024,""71.90"",""71.90"",""71.90"",""71.90"","""",""1.99%"""
"02/05/2024,""70.50"",""70.50"",""70.50"",""70.50"","""",""1.47%"""
"02/02/2024,""69.48"",""69.48"",""69.48"",""69.48"","""",""0.45%"""
"02/01/2024,""69.17"",""69.17"",""69.17"",""69.17"","""",""-6.12%"""
"01/31/2024,""73.68"",""73.68"",""73.68"",""73.68"","""",""-3.77%"""
"01/30/2024,""76.57"",""76.57"",""76.57"",""76.57"","""",""0.14%"""
"01/29/2024,""76.46"",""76.46"",""76.46"",""76.46"","""",""0.37%"""
"01/26/2024,""76.18"",""76.18"",""76.18"",""76.18"","""",""-0.43%"""
"01/25/2024,""76.51"",""76.51"",""76.51"",""76.51"","""",""0.05%"""
"01/24/2024,""76.47"",""76.47"",""76.47"",""76.47"","""",""1.41%"""
"01/23/2024,""75.41"",""75.41"",""75.41"",""75.41"","""",""0.59%"""
"01/22/2024,""74.97"",""74.97"",""74.97"",""74.97"","""",""-2.19%"""
"01/19/2024,""76.65"",""76.65"",""76.65"",""76.65"","""",""0.31%"""
"01/18/2024,""76.41"",""76.41"",""76.41"",""76.41"","""",""0.20%"""
"01/17/2024,""76.26"",""76.26"",""76.26"",""76.26"","""",""-2.92%"""
"01/16/2024,""78.55"",""78.55"",""78.55"",""78.55"","""",""-1.38%"""
"01/12/2024,""79.65"",""79.65"",""79.65"",""79.65"","""",""0.14%"""
"01/11/2024,""79.54"",""79.54"",""79.54"",""79.54"","""",""-1.74%"""
"01/10/2024,""80.95"",""80.95"",""80.95"",""80.95"","""",""-0.78%"""
"01/09/2024,""81.59"",""81.59"",""81.59"",""81.59"","""",""-4.90%"""
"01/08/2024,""85.79"",""85.79"",""85.79"",""85.79"","""",""-10.05%"""
"01/05/2024,""95.37"",""95.37"",""95.37"",""95.37"","""",""-0.83%"""
"01/04/2024,""96.17"",""96.17"",""96.17"",""96.17"","""",""-0.91%"""
"01/03/2024,""97.05"",""97.05"",""97.05"",""97.05"","""",""8.69%"""
"01/02/2024,""89.29"",""89.29"",""89.29"",""89.29"","""",""28.44%"""
"12/29/2023,""69.52"",""69.52"",""69.52"",""69.52"","""",""1.82%"""
"12/28/2023,""68.28"",""68.28"",""68.28"",""68.28"","""",""0.09%"""
"12/27/2023,""68.22"",""68.22"",""68.22"",""68.22"","""",""-6.39%"""
"12/26/2023,""72.88"",""72.88"",""72.88"",""72.88"","""",""0.00%"""
"12/22/2023,""72.88"",""72.88"",""72.88"",""72.88"","""",""-1.29%"""
"12/21/2023,""73.83"",""73.83"",""73.83"",""73.83"","""",""2.44%"""
"12/20/2023,""72.07"",""72.07"",""72.07"",""72.07"","""",""1.18%"""
"12/19/2023,""71.23"",""71.23"",""71.23"",""71.23"","""",""-1.47%"""
"12/18/2023,""72.29"",""72.29"",""72.29"",""72.29"","""",""-1.81%"""
"12/15/2023,""73.62"",""73.62"",""73.62"",""73.62"","""",""-0.82%"""
"12/14/2023,""74.23"",""74.23"",""74.23"",""74.23"","""",""-3.83%"""
"12/13/2023,""77.19"",""77.19"",""77.19"",""77.19"","""",""-0.13%"""
"12/12/2023,""77.29"",""77.29"",""77.29"",""77.29"","""",""-5.12%"""
"12/11/2023,""81.46"",""81.46"",""81.46"",""81.46"","""",""-10.01%"""
"12/08/2023,""90.52"",""90.52"",""90.52"",""90.52"","""",""-0.58%"""
"12/07/2023,""91.05"",""91.05"",""91.05"",""91.05"","""",""3.41%"""
"12/06/2023,""88.05"",""88.05"",""88.05"",""88.05"","""",""0.89%"""
"12/05/2023,""87.27"",""87.27"",""87.27"",""87.27"","""",""-1.62%"""
"12/04/2023,""88.71"",""88.71"",""88.71"",""88.71"","""",""-5.54%"""
"12/01/2023,""93.91"",""93.91"",""93.91"",""93.91"","""",""4.43%"""
"11/30/2023,""89.93"",""89.93"",""89.93"",""89.93"","""",""-1.31%"""
"11/29/2023,""91.12"",""91.12"",""91.12"",""91.12"","""",""0.44%"""
"11/28/2023,""90.72"",""90.72"",""90.72"",""90.72"","""",""0.83%"""
"11/27/2023,""89.97"",""89.97"",""89.97"",""89.97"","""",""-0.11%"""
"11/24/2023,""90.07"",""90.07"",""90.07"",""90.07"","""",""1.21%"""
"11/22/2023,""88.99"",""88.99"",""88.99"",""88.99"","""",""0.03%"""
"11/21/2023,""88.96"",""88.96"",""88.96"",""88.96"","""",""-0.34%"""
"11/20/2023,""89.26"",""89.26"",""89.26"",""89.26"","""",""7.06%"""
"11/17/2023,""83.37"",""83.37"",""83.37"",""83.37"","""",""-0.89%"""
"11/16/2023,""84.12"",""84.12"",""84.12"",""84.12"","""",""-2.27%"""
"11/15/2023,""86.07"",""86.07"",""86.07"",""86.07"","""",""2.67%"""
"11/14/2023,""83.83"",""83.83"",""83.83"",""83.83"","""",""-1.42%"""
"11/13/2023,""85.04"",""85.04"",""85.04"",""85.04"","""",""-4.59%"""
"11/10/2023,""89.13"",""89.13"",""89.13"",""89.13"","""",""-2.18%"""
"11/09/2023,""91.12"",""91.12"",""91.12"",""91.12"","""",""3.70%"""
"11/08/2023,""87.87"",""87.87"",""87.87"",""87.87"","""",""-0.08%"""
"11/07/2023,""87.94"",""87.94"",""87.94"",""87.94"","""",""6.52%"""
"11/06/2023,""82.56"",""82.56"",""82.56"",""82.56"","""",""1.38%"""
"11/03/2023,""81.44"",""81.44"",""81.44"",""81.44"","""",""0.39%"""
"11/02/2023,""81.12"",""81.12"",""81.12"",""81.12"","""",""-5.55%"""
"11/01/2023,""85.89"",""85.89"",""85.89"",""85.89"","""",""-6.90%"""
"10/31/2023,""92.26"",""92.26"",""92.26"",""92.26"","""",""5.55%"""
"10/30/2023,""87.41"",""87.41"",""87.41"",""87.41"","""",""-0.85%"""
"10/27/2023,""88.16"",""88.16"",""88.16"",""88.16"","""",""2.45%"""
"10/26/2023,""86.05"",""86.05"",""86.05"",""86.05"","""",""-0.59%"""
"10/25/2023,""86.56"",""86.56"",""86.56"",""86.56"","""",""0.60%"""
"10/24/2023,""86.04"",""86.04"",""86.04"",""86.04"","""",""-0.69%"""
"10/23/2023,""86.64"",""86.64"",""86.64"",""86.64"","""",""-0.64%"""
"10/20/2023,""87.20"",""87.20"",""87.20"",""87.20"","""",""1.05%"""
"10/19/2023,""86.29"",""86.29"",""86.29"",""86.29"","""",""0.89%"""
"10/18/2023,""85.53"",""85.53"",""85.53"",""85.53"","""",""1.94%"""
"10/17/2023,""83.90"",""83.90"",""83.90"",""83.90"","""",""-4.76%"""
"10/16/2023,""88.09"",""88.09"",""88.09"",""88.09"","""",""-3.92%"""
"10/13/2023,""91.68"",""91.68"",""91.68"",""91.68"","""",""-1.14%"""
"10/12/2023,""92.74"",""92.74"",""92.74"",""92.74"","""",""1.02%"""
"10/11/2023,""91.80"",""91.80"",""91.80"",""91.80"","""",""-4.13%"""
"10/10/2023,""95.75"",""95.75"",""95.75"",""95.75"","""",""5.21%"""
"10/09/2023,""91.01"",""91.01"",""91.01"",""91.01"","""",""14.87%"""
"10/06/2023,""79.23"",""79.23"",""79.23"",""79.23"","""",""0.61%"""
"10/05/2023,""78.75"",""78.75"",""78.75"",""78.75"","""",""-4.59%"""
"10/04/2023,""82.54"",""82.54"",""82.54"",""82.54"","""",""6.43%"""
"10/03/2023,""77.55"",""77.55"",""77.55"",""77.55"","""",""-8.88%"""
"10/02/2023,""85.11"",""85.11"",""85.11"",""85.11"","""",""-15.50%"""
"09/29/2023,""100.72"",""100.72"",""100.72"",""100.72"","""",""-0.19%"""
"09/28/2023,""100.91"",""100.91"",""100.91"",""100.91"","""",""-0.43%"""
"09/27/2023,""101.35"",""101.35"",""101.35"",""101.35"","""",""0.47%"""
"09/26/2023,""100.88"",""100.88"",""100.88"",""100.88"","""",""-0.07%"""
"09/25/2023,""100.95"",""100.95"",""100.95"",""100.95"","""",""-0.02%"""
"09/22/2023,""100.97"",""100.97"",""100.97"",""100.97"","""",""1.53%"""
"09/21/2023,""99.45"",""99.45"",""99.45"",""99.45"","""",""1.60%"""
"09/20/2023,""97.88"",""97.88"",""97.88"",""97.88"","""",""0.99%"""
"09/19/2023,""96.92"",""96.92"",""96.92"",""96.92"","""",""2.68%"""
"09/18/2023,""94.39"",""94.39"",""94.39"",""94.39"","""",""2.45%"""
"09/15/2023,""92.13"",""92.13"",""92.13"",""92.13"","""",""-0.99%"""
"09/14/2023,""93.05"",""93.05"",""93.05"",""93.05"","""",""-0.36%"""
"09/13/2023,""93.39"",""93.39"",""93.39"",""93.39"","""",""-2.30%"""
"09/12/2023,""95.59"",""95.59"",""95.59"",""95.59"","""",""-1.88%"""
"09/11/2023,""97.42"",""97.42"",""97.42"",""97.42"","""",""3.55%"""
"09/08/2023,""94.08"",""94.08"",""94.08"",""94.08"","""",""1.12%"""
"09/07/2023,""93.04"",""93.04"",""93.04"",""93.04"","""",""1.17%"""
"09/06/2023,""91.96"",""91.96"",""91.96"",""91.96"","""",""-3.42%"""
"09/05/2023,""95.22"",""95.22"",""95.22"",""95.22"","""",""-1.59%"""
"09/01/2023,""96.76"",""96.76"",""96.76"",""96.76"","""",""-0.20%"""
"08/31/2023,""96.95"",""96.95"",""96.95"",""96.95"","""",""2.79%"""
"08/30/2023,""94.32"",""94.32"",""94.32"",""94.32"","""",""0.00%"""
"08/29/2023,""94.32"",""94.32"",""94.32"",""94.32"","""",""-0.03%"""
"08/28/2023,""94.35"",""94.35"",""94.35"",""94.35"","""",""0.06%"""
"08/25/2023,""94.29"",""94.29"",""94.29"",""94.29"","""",""1.30%"""
"08/24/2023,""93.08"",""93.08"",""93.08"",""93.08"","""",""-1.70%"""
"08/23/2023,""94.69"",""94.69"",""94.69"",""94.69"","""",""0.14%"""
"08/22/2023,""94.56"",""94.56"",""94.56"",""94.56"","""",""5.21%"""
"08/21/2023,""89.88"",""89.88"",""89.88"",""89.88"","""",""6.09%"""
"08/18/2023,""84.72"",""84.72"",""84.72"",""84.72"","""",""0.24%"""
"08/17/2023,""84.52"",""84.52"",""84.52"",""84.52"","""",""-0.39%"""
"08/16/2023,""84.85"",""84.85"",""84.85"",""84.85"","""",""0.13%"""
"08/15/2023,""84.74"",""84.74"",""84.74"",""84.74"","""",""3.64%"""
"08/14/2023,""81.76"",""81.76"",""81.76"",""81.76"","""",""-1.12%"""
"08/11/2023,""82.69"",""82.69"",""82.69"",""82.69"","""",""-1.45%"""
"08/10/2023,""83.91"",""83.91"",""83.91"",""83.91"","""",""-2.16%"""
"08/09/2023,""85.76"",""85.76"",""85.76"",""85.76"","""",""7.60%"""
"08/08/2023,""79.70"",""79.70"",""79.70"",""79.70"","""",""2.36%"""
"08/07/2023,""77.86"",""77.86"",""77.86"",""77.86"","""",""-1.14%"""
"08/04/2023,""78.76"",""78.76"",""78.76"",""78.76"","""",""-0.76%"""
