"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"08/03/2023,""79.36"",""79.36"",""79.36"",""79.36"","""",""4.89%"""
"08/02/2023,""75.66"",""75.66"",""75.66"",""75.66"","""",""0.44%"""
"08/01/2023,""75.33"",""75.33"",""75.33"",""75.33"","""",""-3.90%"""
"07/31/2023,""78.39"",""78.39"",""78.39"",""78.39"","""",""0.50%"""
"07/28/2023,""78.00"",""78.00"",""78.00"",""78.00"","""",""0.67%"""
"07/27/2023,""77.48"",""77.48"",""77.48"",""77.48"","""",""-0.24%"""
"07/26/2023,""77.67"",""77.67"",""77.67"",""77.67"","""",""-0.79%"""
"07/25/2023,""78.29"",""78.29"",""78.29"",""78.29"","""",""0.28%"""
"07/24/2023,""78.07"",""78.07"",""78.07"",""78.07"","""",""3.20%"""
"07/21/2023,""75.65"",""75.65"",""75.65"",""75.65"","""",""1.22%"""
"07/20/2023,""74.74"",""74.74"",""74.74"",""74.74"","""",""-0.56%"""
"07/19/2023,""75.16"",""75.16"",""75.16"",""75.16"","""",""-1.03%"""
"07/18/2023,""75.94"",""75.94"",""75.94"",""75.94"","""",""-0.95%"""
"07/17/2023,""76.67"",""76.67"",""76.67"",""76.67"","""",""-0.27%"""
"07/14/2023,""76.88"",""76.88"",""76.88"",""76.88"","""",""0.23%"""
"07/13/2023,""76.70"",""76.70"",""76.70"",""76.70"","""",""-1.94%"""
"07/12/2023,""78.22"",""78.22"",""78.22"",""78.22"","""",""-1.00%"""
"07/11/2023,""79.01"",""79.01"",""79.01"",""79.01"","""",""-0.95%"""
"07/10/2023,""79.77"",""79.77"",""79.77"",""79.77"","""",""-3.50%"""
"07/07/2023,""82.66"",""82.66"",""82.66"",""82.66"","""",""-1.35%"""
"07/06/2023,""83.79"",""83.79"",""83.79"",""83.79"","""",""-3.00%"""
"07/05/2023,""86.38"",""86.38"",""86.38"",""86.38"","""",""-2.03%"""
"07/03/2023,""88.17"",""88.17"",""88.17"",""88.17"","""",""-8.61%"""
"06/30/2023,""96.48"",""96.48"",""96.48"",""96.48"","""",""1.82%"""
"06/29/2023,""94.76"",""94.76"",""94.76"",""94.76"","""",""0.04%"""
"06/28/2023,""94.72"",""94.72"",""94.72"",""94.72"","""",""0.14%"""
"06/27/2023,""94.59"",""94.59"",""94.59"",""94.59"","""",""0.06%"""
"06/26/2023,""94.53"",""94.53"",""94.53"",""94.53"","""",""1.51%"""
"06/23/2023,""93.12"",""93.12"",""93.12"",""93.12"","""",""0.31%"""
"06/22/2023,""92.83"",""92.83"",""92.83"",""92.83"","""",""-2.06%"""
"06/21/2023,""94.78"",""94.78"",""94.78"",""94.78"","""",""-2.54%"""
"06/20/2023,""97.25"",""97.25"",""97.25"",""97.25"","""",""5.03%"""
"06/16/2023,""92.59"",""92.59"",""92.59"",""92.59"","""",""-3.23%"""
"06/15/2023,""95.68"",""95.68"",""95.68"",""95.68"","""",""1.03%"""
"06/14/2023,""94.70"",""94.70"",""94.70"",""94.70"","""",""3.70%"""
"06/13/2023,""91.32"",""91.32"",""91.32"",""91.32"","""",""4.06%"""
"06/12/2023,""87.76"",""87.76"",""87.76"",""87.76"","""",""2.98%"""
"06/09/2023,""85.22"",""85.22"",""85.22"",""85.22"","""",""6.93%"""
"06/08/2023,""79.70"",""79.70"",""79.70"",""79.70"","""",""0.42%"""
"06/07/2023,""79.37"",""79.37"",""79.37"",""79.37"","""",""0.86%"""
"06/06/2023,""78.69"",""78.69"",""78.69"",""78.69"","""",""-3.22%"""
"06/05/2023,""81.31"",""81.31"",""81.31"",""81.31"","""",""13.02%"""
"06/02/2023,""71.94"",""71.94"",""71.94"",""71.94"","""",""1.01%"""
"06/01/2023,""71.22"",""71.22"",""71.22"",""71.22"","""",""-6.10%"""
"05/31/2023,""75.85"",""75.85"",""75.85"",""75.85"","""",""-7.18%"""
"05/30/2023,""81.72"",""81.72"",""81.72"",""81.72"","""",""0.13%"""
"05/26/2023,""81.61"",""81.61"",""81.61"",""81.61"","""",""0.13%"""
"05/25/2023,""81.50"",""81.50"",""81.50"",""81.50"","""",""-1.27%"""
"05/23/2023,""82.55"",""82.55"",""82.55"",""82.55"","""",""-1.13%"""
"05/22/2023,""83.49"",""83.49"",""83.49"",""83.49"","""",""-2.87%"""
"05/19/2023,""85.96"",""85.96"",""85.96"",""85.96"","""",""-0.20%"""
"05/18/2023,""86.13"",""86.13"",""86.13"",""86.13"","""",""-1.39%"""
"05/17/2023,""87.34"",""87.34"",""87.34"",""87.34"","""",""-0.34%"""
"05/16/2023,""87.64"",""87.64"",""87.64"",""87.64"","""",""-1.14%"""
"05/15/2023,""88.65"",""88.65"",""88.65"",""88.65"","""",""-3.22%"""
"05/12/2023,""91.60"",""91.60"",""91.60"",""91.60"","""",""-0.25%"""
"05/11/2023,""91.83"",""91.83"",""91.83"",""91.83"","""",""1.25%"""
"05/10/2023,""90.70"",""90.70"",""90.70"",""90.70"","""",""-0.31%"""
"05/09/2023,""90.98"",""90.98"",""90.98"",""90.98"","""",""0.01%"""
"05/08/2023,""90.97"",""90.97"",""90.97"",""90.97"","""",""1.19%"""
"05/05/2023,""89.90"",""89.90"",""89.90"",""89.90"","""",""0.77%"""
"05/04/2023,""89.21"",""89.21"",""89.21"",""89.21"","""",""-1.49%"""
"05/03/2023,""90.56"",""90.56"",""90.56"",""90.56"","""",""-1.22%"""
"05/02/2023,""91.68"",""91.68"",""91.68"",""91.68"","""",""-1.00%"""
"05/01/2023,""92.61"",""92.61"",""92.61"",""92.61"","""",""-8.38%"""
"04/28/2023,""101.08"",""101.08"",""101.08"",""101.08"","""",""-0.12%"""
"04/27/2023,""101.20"",""101.20"",""101.20"",""101.20"","""",""0.11%"""
"04/26/2023,""101.09"",""101.09"",""101.09"",""101.09"","""",""-0.62%"""
"04/25/2023,""101.72"",""101.72"",""101.72"",""101.72"","""",""-0.28%"""
"04/24/2023,""102.01"",""102.01"",""102.01"",""102.01"","""",""1.24%"""
"04/21/2023,""100.76"",""100.76"",""100.76"",""100.76"","""",""-0.06%"""
"04/20/2023,""100.82"",""100.82"",""100.82"",""100.82"","""",""0.90%"""
"04/19/2023,""99.92"",""99.92"",""99.92"",""99.92"","""",""-1.06%"""
"04/18/2023,""100.99"",""100.99"",""100.99"",""100.99"","""",""0.14%"""
"04/17/2023,""100.85"",""100.85"",""100.85"",""100.85"","""",""-1.63%"""
"04/14/2023,""102.52"",""102.52"",""102.52"",""102.52"","""",""-0.10%"""
"04/13/2023,""102.62"",""102.62"",""102.62"",""102.62"","""",""-1.45%"""
"04/12/2023,""104.13"",""104.13"",""104.13"",""104.13"","""",""-1.15%"""
"04/11/2023,""105.34"",""105.34"",""105.34"",""105.34"","""",""1.38%"""
"04/10/2023,""103.91"",""103.91"",""103.91"",""103.91"","""",""-0.10%"""
"04/06/2023,""104.01"",""104.01"",""104.01"",""104.01"","""",""-4.05%"""
"04/05/2023,""108.40"",""108.40"",""108.40"",""108.40"","""",""-3.27%"""
"04/04/2023,""112.07"",""112.07"",""112.07"",""112.07"","""",""-2.20%"""
"04/03/2023,""114.59"",""114.59"",""114.59"",""114.59"","""",""3.87%"""
"03/31/2023,""110.32"",""110.32"",""110.32"",""110.32"","""",""7.61%"""
"03/30/2023,""102.52"",""102.52"",""102.52"",""102.52"","""",""0.17%"""
"03/29/2023,""102.35"",""102.35"",""102.35"",""102.35"","""",""0.08%"""
"03/28/2023,""102.27"",""102.27"",""102.27"",""102.27"","""",""0.53%"""
"03/27/2023,""101.73"",""101.73"",""101.73"",""101.73"","""",""-0.05%"""
"03/24/2023,""101.78"",""101.78"",""101.78"",""101.78"","""",""-1.11%"""
"03/23/2023,""102.92"",""102.92"",""102.92"",""102.92"","""",""0.08%"""
"03/22/2023,""102.84"",""102.84"",""102.84"",""102.84"","""",""0.25%"""
"03/21/2023,""102.58"",""102.58"",""102.58"",""102.58"","""",""1.15%"""
"03/20/2023,""101.41"",""101.41"",""101.41"",""101.41"","""",""-1.94%"""
"03/17/2023,""103.42"",""103.42"",""103.42"",""103.42"","""",""-1.63%"""
"03/16/2023,""105.13"",""105.13"",""105.13"",""105.13"","""",""1.34%"""
"03/15/2023,""103.74"",""103.74"",""103.74"",""103.74"","""",""-2.92%"""
"03/14/2023,""106.86"",""106.86"",""106.86"",""106.86"","""",""-2.56%"""
"03/13/2023,""109.67"",""109.67"",""109.67"",""109.67"","""",""-5.33%"""
"03/10/2023,""115.84"",""115.84"",""115.84"",""115.84"","""",""4.14%"""
"03/09/2023,""111.24"",""111.24"",""111.24"",""111.24"","""",""1.57%"""
"03/08/2023,""109.52"",""109.52"",""109.52"",""109.52"","""",""-0.71%"""
"03/07/2023,""110.30"",""110.30"",""110.30"",""110.30"","""",""0.29%"""
"03/06/2023,""109.98"",""109.98"",""109.98"",""109.98"","""",""-3.91%"""
"03/03/2023,""114.46"",""114.46"",""114.46"",""114.46"","""",""-3.59%"""
"03/02/2023,""118.72"",""118.72"",""118.72"",""118.72"","""",""-0.83%"""
"03/01/2023,""119.71"",""119.71"",""119.71"",""119.71"","""",""-1.01%"""
"02/28/2023,""120.93"",""120.93"",""120.93"",""120.93"","""",""-5.75%"""
"02/27/2023,""128.31"",""128.31"",""128.31"",""128.31"","""",""0.02%"""
"02/24/2023,""128.29"",""128.29"",""128.29"",""128.29"","""",""0.27%"""
"02/23/2023,""127.95"",""127.95"",""127.95"",""127.95"","""",""-0.60%"""
"02/22/2023,""128.72"",""128.72"",""128.72"",""128.72"","""",""-0.27%"""
"02/21/2023,""129.07"",""129.07"",""129.07"",""129.07"","""",""-0.08%"""
"02/17/2023,""129.17"",""129.17"",""129.17"",""129.17"","""",""-0.49%"""
"02/16/2023,""129.81"",""129.81"",""129.81"",""129.81"","""",""0.76%"""
"02/15/2023,""128.83"",""128.83"",""128.83"",""128.83"","""",""-0.45%"""
"02/14/2023,""129.41"",""129.41"",""129.41"",""129.41"","""",""0.20%"""
"02/13/2023,""129.15"",""129.15"",""129.15"",""129.15"","""",""-3.50%"""
"02/10/2023,""133.84"",""133.84"",""133.84"",""133.84"","""",""1.45%"""
"02/09/2023,""131.93"",""131.93"",""131.93"",""131.93"","""",""0.73%"""
"02/08/2023,""130.98"",""130.98"",""130.98"",""130.98"","""",""1.42%"""
"02/07/2023,""129.15"",""129.15"",""129.15"",""129.15"","""",""-2.37%"""
"02/06/2023,""132.28"",""132.28"",""132.28"",""132.28"","""",""-6.53%"""
"02/03/2023,""141.52"",""141.52"",""141.52"",""141.52"","""",""2.11%"""
"02/02/2023,""138.59"",""138.59"",""138.59"",""138.59"","""",""-2.94%"""
"02/01/2023,""142.79"",""142.79"",""142.79"",""142.79"","""",""0.77%"""
"01/31/2023,""141.70"",""141.70"",""141.70"",""141.70"","""",""20.26%"""
"01/30/2023,""117.83"",""117.83"",""117.83"",""117.83"","""",""-0.16%"""
"01/27/2023,""118.02"",""118.02"",""118.02"",""118.02"","""",""1.67%"""
"01/26/2023,""116.08"",""116.08"",""116.08"",""116.08"","""",""-0.22%"""
"01/25/2023,""116.34"",""116.34"",""116.34"",""116.34"","""",""-1.28%"""
"01/24/2023,""117.85"",""117.85"",""117.85"",""117.85"","""",""-1.08%"""
"01/23/2023,""119.14"",""119.14"",""119.14"",""119.14"","""",""0.71%"""
"01/20/2023,""118.30"",""118.30"",""118.30"",""118.30"","""",""-0.15%"""
"01/19/2023,""118.48"",""118.48"",""118.48"",""118.48"","""",""-0.85%"""
"01/18/2023,""119.49"",""119.49"",""119.49"",""119.49"","""",""-0.41%"""
"01/17/2023,""119.98"",""119.98"",""119.98"",""119.98"","""",""-3.02%"""
"01/13/2023,""123.71"",""123.71"",""123.71"",""123.71"","""",""-0.78%"""
"01/12/2023,""124.68"",""124.68"",""124.68"",""124.68"","""",""5.98%"""
"01/11/2023,""117.64"",""117.64"",""117.64"",""117.64"","""",""-0.44%"""
"01/10/2023,""118.16"",""118.16"",""118.16"",""118.16"","""",""-2.36%"""
"01/09/2023,""121.01"",""121.01"",""121.01"",""121.01"","""",""-3.04%"""
"01/06/2023,""124.81"",""124.81"",""124.81"",""124.81"","""",""-4.48%"""
"01/05/2023,""130.66"",""130.66"",""130.66"",""130.66"","""",""3.35%"""
"01/04/2023,""126.42"",""126.42"",""126.42"",""126.42"","""",""-11.21%"""
"01/03/2023,""142.38"",""142.38"",""142.38"",""142.38"","""",""-43.41%"""
"12/30/2022,""251.62"",""251.62"",""251.62"",""251.62"","""",""-0.33%"""
"12/29/2022,""252.45"",""252.45"",""252.45"",""252.45"","""",""-0.17%"""
"12/28/2022,""252.88"",""252.88"",""252.88"",""252.88"","""",""-0.52%"""
"12/27/2022,""254.20"",""254.20"",""254.20"",""254.20"","""",""-2.37%"""
"12/23/2022,""260.37"",""260.37"",""260.37"",""260.37"","""",""-1.77%"""
"12/22/2022,""265.05"",""265.05"",""265.05"",""265.05"","""",""-1.43%"""
"12/21/2022,""268.89"",""268.89"",""268.89"",""268.89"","""",""-0.16%"""
"12/20/2022,""269.32"",""269.32"",""269.32"",""269.32"","""",""-0.90%"""
"12/19/2022,""271.76"",""271.76"",""271.76"",""271.76"","""",""1.27%"""
"12/16/2022,""268.35"",""268.35"",""268.35"",""268.35"","""",""-4.67%"""
"12/15/2022,""281.50"",""281.50"",""281.50"",""281.50"","""",""1.28%"""
"12/14/2022,""277.93"",""277.93"",""277.93"",""277.93"","""",""-2.39%"""
"12/13/2022,""284.74"",""284.74"",""284.74"",""284.74"","""",""-2.59%"""
"12/12/2022,""292.32"",""292.32"",""292.32"",""292.32"","""",""-7.94%"""
"12/09/2022,""317.52"",""317.52"",""317.52"",""317.52"","""",""1.27%"""
"12/08/2022,""313.54"",""313.54"",""313.54"",""313.54"","""",""-1.13%"""
"12/07/2022,""317.13"",""317.13"",""317.13"",""317.13"","""",""3.94%"""
"12/06/2022,""305.12"",""305.12"",""305.12"",""305.12"","""",""3.80%"""
"12/05/2022,""293.94"",""293.94"",""293.94"",""293.94"","""",""1.85%"""
"12/02/2022,""288.60"",""288.60"",""288.60"",""288.60"","""",""-5.04%"""
"12/01/2022,""303.92"",""303.92"",""303.92"",""303.92"","""",""-3.71%"""
"11/30/2022,""315.62"",""315.62"",""315.62"",""315.62"","""",""81.78%"""
"11/29/2022,""173.63"",""173.63"",""173.63"",""173.63"","""",""0.13%"""
"11/28/2022,""173.41"",""173.41"",""173.41"",""173.41"","""",""2.83%"""
"11/25/2022,""168.63"",""168.63"",""168.63"",""168.63"","""",""-0.89%"""
"11/23/2022,""170.14"",""170.14"",""170.14"",""170.14"","""",""3.27%"""
"11/22/2022,""164.75"",""164.75"",""164.75"",""164.75"","""",""3.68%"""
"11/21/2022,""158.91"",""158.91"",""158.91"",""158.91"","""",""8.26%"""
"11/18/2022,""146.78"",""146.78"",""146.78"",""146.78"","""",""-1.36%"""
"11/17/2022,""148.80"",""148.80"",""148.80"",""148.80"","""",""0.24%"""
"11/16/2022,""148.44"",""148.44"",""148.44"",""148.44"","""",""-5.67%"""
"11/15/2022,""157.36"",""157.36"",""157.36"",""157.36"","""",""3.42%"""
"11/14/2022,""152.16"",""152.16"",""152.16"",""152.16"","""",""3.21%"""
"11/11/2022,""147.43"",""147.43"",""147.43"",""147.43"","""",""-10.98%"""
"11/10/2022,""165.62"",""165.62"",""165.62"",""165.62"","""",""2.13%"""
"11/09/2022,""162.16"",""162.16"",""162.16"",""162.16"","""",""-1.07%"""
"11/08/2022,""163.91"",""163.91"",""163.91"",""163.91"","""",""-1.65%"""
"11/07/2022,""166.66"",""166.66"",""166.66"",""166.66"","""",""-18.00%"""
"11/04/2022,""203.25"",""203.25"",""203.25"",""203.25"","""",""-8.71%"""
"11/03/2022,""222.63"",""222.63"",""222.63"",""222.63"","""",""1.10%"""
"11/02/2022,""220.20"",""220.20"",""220.20"",""220.20"","""",""4.99%"""
"11/01/2022,""209.73"",""209.73"",""209.73"",""209.73"","""",""1.04%"""
"10/31/2022,""207.57"",""207.57"",""207.57"",""207.57"","""",""37.64%"""
"10/28/2022,""150.81"",""150.81"",""150.81"",""150.81"","""",""-0.68%"""
"10/27/2022,""151.84"",""151.84"",""151.84"",""151.84"","""",""0.02%"""
"10/26/2022,""151.81"",""151.81"",""151.81"",""151.81"","""",""0.75%"""
"10/25/2022,""150.68"",""150.68"",""150.68"",""150.68"","""",""-0.34%"""
"10/24/2022,""151.20"",""151.20"",""151.20"",""151.20"","""",""-6.65%"""
"10/21/2022,""161.97"",""161.97"",""161.97"",""161.97"","""",""-2.51%"""
"10/20/2022,""166.14"",""166.14"",""166.14"",""166.14"","""",""0.62%"""
"10/19/2022,""165.12"",""165.12"",""165.12"",""165.12"","""",""2.06%"""
"10/18/2022,""161.78"",""161.78"",""161.78"",""161.78"","""",""-3.87%"""
"10/17/2022,""168.30"",""168.30"",""168.30"",""168.30"","""",""-6.60%"""
"10/14/2022,""180.19"",""180.19"",""180.19"",""180.19"","""",""-5.71%"""
"10/13/2022,""191.10"",""191.10"",""191.10"",""191.10"","""",""-2.60%"""
"10/12/2022,""196.21"",""196.21"",""196.21"",""196.21"","""",""2.50%"""
"10/11/2022,""191.43"",""191.43"",""191.43"",""191.43"","""",""-2.73%"""
"10/10/2022,""196.81"",""196.81"",""196.81"",""196.81"","""",""-10.59%"""
"10/07/2022,""220.13"",""220.13"",""220.13"",""220.13"","""",""-6.47%"""
"10/06/2022,""235.35"",""235.35"",""235.35"",""235.35"","""",""10.07%"""
"10/05/2022,""213.81"",""213.81"",""213.81"",""213.81"","""",""-1.22%"""
"10/04/2022,""216.46"",""216.46"",""216.46"",""216.46"","""",""-9.74%"""
"10/03/2022,""239.83"",""239.83"",""239.83"",""239.83"","""",""-16.82%"""
"09/30/2022,""288.33"",""288.33"",""288.33"",""288.33"","""",""-16.70%"""
"09/29/2022,""346.12"",""346.12"",""346.12"",""346.12"","""",""-0.48%"""
"09/28/2022,""347.78"",""347.78"",""347.78"",""347.78"","""",""0.11%"""
"09/27/2022,""347.41"",""347.41"",""347.41"",""347.41"","""",""0.59%"""
"09/26/2022,""345.36"",""345.36"",""345.36"",""345.36"","""",""1.12%"""
"09/23/2022,""341.52"",""341.52"",""341.52"",""341.52"","""",""-1.36%"""
"09/22/2022,""346.23"",""346.23"",""346.23"",""346.23"","""",""0.36%"""
"09/21/2022,""344.98"",""344.98"",""344.98"",""344.98"","""",""0.16%"""
"09/20/2022,""344.43"",""344.43"",""344.43"",""344.43"","""",""0.39%"""
"09/19/2022,""343.10"",""343.10"",""343.10"",""343.10"","""",""-2.84%"""
"09/16/2022,""353.12"",""353.12"",""353.12"",""353.12"","""",""-5.49%"""
"09/15/2022,""373.65"",""373.65"",""373.65"",""373.65"","""",""0.00%"""
"09/14/2022,""373.64"",""373.64"",""373.64"",""373.64"","""",""2.99%"""
"09/13/2022,""362.79"",""362.79"",""362.79"",""362.79"","""",""0.85%"""
"09/12/2022,""359.75"",""359.75"",""359.75"",""359.75"","""",""-5.82%"""
"09/09/2022,""381.97"",""381.97"",""381.97"",""381.97"","""",""-2.74%"""
"09/08/2022,""392.74"",""392.74"",""392.74"",""392.74"","""",""-2.40%"""
"09/07/2022,""402.38"",""402.38"",""402.38"",""402.38"","""",""-1.98%"""
"09/06/2022,""410.50"",""410.50"",""410.50"",""410.50"","""",""-3.69%"""
"09/02/2022,""426.21"",""426.21"",""426.21"",""426.21"","""",""-5.27%"""
"09/01/2022,""449.92"",""449.92"",""449.92"",""449.92"","""",""-3.26%"""
"08/31/2022,""465.10"",""465.10"",""465.10"",""465.10"","""",""-0.02%"""
"08/30/2022,""465.18"",""465.18"",""465.18"",""465.18"","""",""0.65%"""
"08/29/2022,""462.17"",""462.17"",""462.17"",""462.17"","""",""-0.63%"""
"08/26/2022,""465.08"",""465.08"",""465.08"",""465.08"","""",""0.33%"""
"08/25/2022,""463.55"",""463.55"",""463.55"",""463.55"","""",""1.55%"""
"08/24/2022,""456.49"",""456.49"",""456.49"",""456.49"","""",""0.06%"""
"08/23/2022,""456.20"",""456.20"",""456.20"",""456.20"","""",""-0.89%"""
"08/22/2022,""460.30"",""460.30"",""460.30"",""460.30"","""",""3.18%"""
"08/19/2022,""446.11"",""446.11"",""446.11"",""446.11"","""",""0.38%"""
"08/18/2022,""444.43"",""444.43"",""444.43"",""444.43"","""",""0.89%"""
"08/17/2022,""440.49"",""440.49"",""440.49"",""440.49"","""",""4.25%"""
"08/16/2022,""422.54"",""422.54"",""422.54"",""422.54"","""",""5.94%"""
"08/15/2022,""398.85"",""398.85"",""398.85"",""398.85"","""",""5.96%"""
"08/12/2022,""376.41"",""376.41"",""376.41"",""376.41"","""",""-1.39%"""
"08/11/2022,""381.70"",""381.70"",""381.70"",""381.70"","""",""3.44%"""
"08/10/2022,""369.01"",""369.01"",""369.01"",""369.01"","""",""6.59%"""
"08/09/2022,""346.19"",""346.19"",""346.19"",""346.19"","""",""-1.76%"""
"08/08/2022,""352.38"",""352.38"",""352.38"",""352.38"","""",""-6.71%"""
"08/05/2022,""377.72"",""377.72"",""377.72"",""377.72"","""",""-2.78%"""
"08/04/2022,""388.54"",""388.54"",""388.54"",""388.54"","""",""-0.49%"""
"08/03/2022,""390.45"",""390.45"",""390.45"",""390.45"","""",""-0.99%"""
"08/02/2022,""394.35"",""394.35"",""394.35"",""394.35"","""",""4.68%"""
"08/01/2022,""376.71"",""376.71"",""376.71"",""376.71"","""",""19.22%"""
"07/29/2022,""315.98"",""315.98"",""315.98"",""315.98"","""",""0.39%"""
"07/28/2022,""314.76"",""314.76"",""314.76"",""314.76"","""",""-0.29%"""
"07/27/2022,""315.68"",""315.68"",""315.68"",""315.68"","""",""0.24%"""
"07/26/2022,""314.92"",""314.92"",""314.92"",""314.92"","""",""3.42%"""
"07/25/2022,""304.52"",""304.52"",""304.52"",""304.52"","""",""-0.20%"""
"07/22/2022,""305.13"",""305.13"",""305.13"",""305.13"","""",""1.17%"""
"07/21/2022,""301.59"",""301.59"",""301.59"",""301.59"","""",""-0.51%"""
"07/20/2022,""303.14"",""303.14"",""303.14"",""303.14"","""",""-0.26%"""
"07/19/2022,""303.92"",""303.92"",""303.92"",""303.92"","""",""0.03%"""
"07/18/2022,""303.82"",""303.82"",""303.82"",""303.82"","""",""-2.20%"""
"07/15/2022,""310.67"",""310.67"",""310.67"",""310.67"","""",""-2.75%"""
"07/14/2022,""319.44"",""319.44"",""319.44"",""319.44"","""",""3.27%"""
"07/13/2022,""309.32"",""309.32"",""309.32"",""309.32"","""",""1.90%"""
"07/12/2022,""303.54"",""303.54"",""303.54"",""303.54"","""",""-4.60%"""
"07/11/2022,""318.17"",""318.17"",""318.17"",""318.17"","""",""-2.87%"""
"07/08/2022,""327.57"",""327.57"",""327.57"",""327.57"","""",""-6.98%"""
"07/07/2022,""352.16"",""352.16"",""352.16"",""352.16"","""",""7.23%"""
"07/06/2022,""328.43"",""328.43"",""328.43"",""328.43"","""",""8.80%"""
"07/05/2022,""301.87"",""301.87"",""301.87"",""301.87"","""",""7.30%"""
"07/01/2022,""281.33"",""281.33"",""281.33"",""281.33"","""",""-5.19%"""
"06/30/2022,""296.73"",""296.73"",""296.73"",""296.73"","""",""36.10%"""
"06/29/2022,""218.03"",""218.03"",""218.03"",""218.03"","""",""0.06%"""
"06/28/2022,""217.89"",""217.89"",""217.89"",""217.89"","""",""-0.11%"""
"06/27/2022,""218.13"",""218.13"",""218.13"",""218.13"","""",""0.61%"""
"06/24/2022,""216.80"",""216.80"",""216.80"",""216.80"","""",""-0.52%"""
"06/23/2022,""217.93"",""217.93"",""217.93"",""217.93"","""",""0.67%"""
"06/22/2022,""216.49"",""216.49"",""216.49"",""216.49"","""",""1.73%"""
"06/21/2022,""212.81"",""212.81"",""212.81"",""212.81"","""",""6.47%"""
"06/17/2022,""199.87"",""199.87"",""199.87"",""199.87"","""",""-0.96%"""
"06/16/2022,""201.80"",""201.80"",""201.80"",""201.80"","""",""6.08%"""
"06/15/2022,""190.24"",""190.24"",""190.24"",""190.24"","""",""8.62%"""
"06/14/2022,""175.15"",""175.15"",""175.15"",""175.15"","""",""4.14%"""
"06/13/2022,""168.19"",""168.19"",""168.19"",""168.19"","""",""-0.04%"""
"06/10/2022,""168.25"",""168.25"",""168.25"",""168.25"","""",""-1.11%"""
"06/09/2022,""170.13"",""170.13"",""170.13"",""170.13"","""",""4.78%"""
"06/08/2022,""162.37"",""162.37"",""162.37"",""162.37"","""",""-5.11%"""
"06/07/2022,""171.11"",""171.11"",""171.11"",""171.11"","""",""-2.71%"""
"06/06/2022,""175.87"",""175.87"",""175.87"",""175.87"","""",""-0.75%"""
"06/03/2022,""177.20"",""177.20"",""177.20"",""177.20"","""",""-2.80%"""
"06/02/2022,""182.31"",""182.31"",""182.31"",""182.31"","""",""-2.17%"""
"06/01/2022,""186.35"",""186.35"",""186.35"",""186.35"","""",""-4.52%"""
"05/31/2022,""195.17"",""195.17"",""195.17"",""195.17"","""",""10.80%"""
"05/27/2022,""176.14"",""176.14"",""176.14"",""176.14"","""",""-0.37%"""
"05/26/2022,""176.79"",""176.79"",""176.79"",""176.79"","""",""0.03%"""
"05/25/2022,""176.74"",""176.74"",""176.74"",""176.74"","""",""0.10%"""
"05/24/2022,""176.57"",""176.57"",""176.57"",""176.57"","""",""0.36%"""
"05/23/2022,""175.93"",""175.93"",""175.93"",""175.93"","""",""-2.82%"""
"05/20/2022,""181.03"",""181.03"",""181.03"",""181.03"","""",""-0.45%"""
"05/19/2022,""181.84"",""181.84"",""181.84"",""181.84"","""",""-1.98%"""
"05/18/2022,""185.52"",""185.52"",""185.52"",""185.52"","""",""-0.69%"""
"05/17/2022,""186.80"",""186.80"",""186.80"",""186.80"","""",""0.77%"""
"05/16/2022,""185.37"",""185.37"",""185.37"",""185.37"","""",""-1.27%"""
"05/13/2022,""187.75"",""187.75"",""187.75"",""187.75"","""",""-2.87%"""
"05/12/2022,""193.30"",""193.30"",""193.30"",""193.30"","""",""4.59%"""
"05/11/2022,""184.81"",""184.81"",""184.81"",""184.81"","""",""-0.03%"""
"05/10/2022,""184.86"",""184.86"",""184.86"",""184.86"","""",""-1.65%"""
"05/09/2022,""187.96"",""187.96"",""187.96"",""187.96"","""",""-3.36%"""
"05/06/2022,""194.50"",""194.50"",""194.50"",""194.50"","""",""-4.10%"""
"05/05/2022,""202.82"",""202.82"",""202.82"",""202.82"","""",""1.23%"""
"05/04/2022,""200.35"",""200.35"",""200.35"",""200.35"","""",""1.78%"""
"05/03/2022,""196.84"",""196.84"",""196.84"",""196.84"","""",""2.37%"""
"05/02/2022,""192.29"",""192.29"",""192.29"",""192.29"","""",""16.03%"""
"04/29/2022,""165.73"",""165.73"",""165.73"",""165.73"","""",""0.14%"""
"04/28/2022,""165.50"",""165.50"",""165.50"",""165.50"","""",""0.07%"""
"04/27/2022,""165.39"",""165.39"",""165.39"",""165.39"","""",""0.49%"""
"04/26/2022,""164.58"",""164.58"",""164.58"",""164.58"","""",""-0.24%"""
"04/25/2022,""164.97"",""164.97"",""164.97"",""164.97"","""",""-0.52%"""
"04/22/2022,""165.83"",""165.83"",""165.83"",""165.83"","""",""-0.57%"""
"04/21/2022,""166.78"",""166.78"",""166.78"",""166.78"","""",""2.02%"""
"04/20/2022,""163.47"",""163.47"",""163.47"",""163.47"","""",""0.34%"""
"04/19/2022,""162.91"",""162.91"",""162.91"",""162.91"","""",""-5.21%"""
"04/18/2022,""171.86"",""171.86"",""171.86"",""171.86"","""",""-0.96%"""
"04/14/2022,""173.53"",""173.53"",""173.53"",""173.53"","""",""-1.18%"""
"04/13/2022,""175.60"",""175.60"",""175.60"",""175.60"","""",""-0.98%"""
"04/12/2022,""177.34"",""177.34"",""177.34"",""177.34"","""",""-0.56%"""
